object_id,scene_id,v0_3_result_field,state_type,animation_state,current_asset_reference,asset_source,ownership_status,release_status,replacement_required,artist_notes,developer_notes,blocker_status
scene.base.grid.cell.c4.r4.cascade_removed,cascade_sequence,base_game.cascade_steps[].removed_cells,cascade_removed_cell,cascade_remove,placeholder://v0_3/scene.base.grid.cell.c4.r4.cascade_removed,placeholder,placeholder,pending_replacement,true,Removed-cell marker for v0.3 cascade step playback.,Client renders this state from backend/runtime result payload only; not outcome authority.,replacement_asset_required;runtime_result_api_review_required
scene.base.grid.cell.c4.r4.drop_target,cascade_sequence,base_game.cascade_steps[].dropped_cells,drop_target_cell,cascade_drop,placeholder://v0_3/scene.base.grid.cell.c4.r4.drop_target,placeholder,placeholder,pending_replacement,true,Drop-target marker for v0.3 symbol drop/refill playback.,Client renders this state from backend/runtime result payload only; not outcome authority.,replacement_asset_required;runtime_result_api_review_required
scene.base.grid.cell.c4.r4.new_symbol,cascade_sequence,base_game.cascade_steps[].new_symbols,new_symbol_cell,cascade_refill,placeholder://v0_3/scene.base.grid.cell.c4.r4.new_symbol,placeholder,placeholder,pending_replacement,true,New/refilled symbol marker for v0.3 cascade playback.,Client renders this state from backend/runtime result payload only; not outcome authority.,replacement_asset_required;runtime_result_api_review_required
scene.base.grid.cell.c4.r5.golden_overlay,golden_square_overlay,base_game.cascade_steps[].golden_squares_after,golden_square_state,golden_square_persist,placeholder://v0_3/scene.base.grid.cell.c4.r5.golden_overlay,placeholder,placeholder,pending_replacement,true,Golden-square overlay for v0.3 persistent cell state.,Client renders this state from backend/runtime result payload only; not outcome authority.,replacement_asset_required;runtime_result_api_review_required
scene.base.grid.cell.c4.r5.cascade_removed,cascade_sequence,base_game.cascade_steps[].removed_cells,cascade_removed_cell,cascade_remove,placeholder://v0_3/scene.base.grid.cell.c4.r5.cascade_removed,placeholder,placeholder,pending_replacement,true,Removed-cell marker for v0.3 cascade step playback.,Client renders this state from backend/runtime result payload only; not outcome authority.,replacement_asset_required;runtime_result_api_review_required
scene.base.grid.cell.c4.r5.drop_target,cascade_sequence,base_game.cascade_steps[].dropped_cells,drop_target_cell,cascade_drop,placeholder://v0_3/scene.base.grid.cell.c4.r5.drop_target,placeholder,placeholder,pending_replacement,true,Drop-target marker for v0.3 symbol drop/refill playback.,Client renders this state from backend/runtime result payload only; not outcome authority.,replacement_asset_required;runtime_result_api_review_required
scene.base.grid.cell.c4.r5.new_symbol,cascade_sequence,base_game.cascade_steps[].new_symbols,new_symbol_cell,cascade_refill,placeholder://v0_3/scene.base.grid.cell.c4.r5.new_symbol,placeholder,placeholder,pending_replacement,true,New/refilled symbol marker for v0.3 cascade playback.,Client renders this state from backend/runtime result payload only; not outcome authority.,replacement_asset_required;runtime_result_api_review_required
scene.base.grid.cell.c5.r1.golden_overlay,golden_square_overlay,base_game.cascade_steps[].golden_squares_after,golden_square_state,golden_square_persist,placeholder://v0_3/scene.base.grid.cell.c5.r1.golden_overlay,placeholder,placeholder,pending_replacement,true,Golden-square overlay for v0.3 persistent cell state.,Client renders this state from backend/runtime result payload only; not outcome authority.,replacement_asset_required;runtime_result_api_review_required
scene.base.grid.cell.c5.r1.cascade_removed,cascade_sequence,base_game.cascade_steps[].removed_cells,cascade_removed_cell,cascade_remove,placeholder://v0_3/scene.base.grid.cell.c5.r1.cascade_removed,placeholder,placeholder,pending_replacement,true,Removed-cell marker for v0.3 cascade step playback.,Client renders this state from backend/runtime result payload only; not outcome authority.,replacement_asset_required;runtime_result_api_review_required
scene.base.grid.cell.c5.r1.drop_target,cascade_sequence,base_game.cascade_steps[].dropped_cells,drop_target_cell,cascade_drop,placeholder://v0_3/scene.base.grid.cell.c5.r1.drop_target,placeholder,placeholder,pending_replacement,true,Drop-target marker for v0.3 symbol drop/refill playback.,Client renders this state from backend/runtime result payload only; not outcome authority.,replacement_asset_required;runtime_result_api_review_required
scene.base.grid.cell.c5.r1.new_symbol,cascade_sequence,base_game.cascade_steps[].new_symbols,new_symbol_cell,cascade_refill,placeholder://v0_3/scene.base.grid.cell.c5.r1.new_symbol,placeholder,placeholder,pending_replacement,true,New/refilled symbol marker for v0.3 cascade playback.,Client renders this state from backend/runtime result payload only; not outcome authority.,replacement_asset_required;runtime_result_api_review_required
scene.base.grid.cell.c5.r2.golden_overlay,golden_square_overlay,base_game.cascade_steps[].golden_squares_after,golden_square_state,golden_square_persist,placeholder://v0_3/scene.base.grid.cell.c5.r2.golden_overlay,placeholder,placeholder,pending_replacement,true,Golden-square overlay for v0.3 persistent cell state.,Client renders this state from backend/runtime result payload only; not outcome authority.,replacement_asset_required;runtime_result_api_review_required
scene.base.grid.cell.c5.r2.cascade_removed,cascade_sequence,base_game.cascade_steps[].removed_cells,cascade_removed_cell,cascade_remove,placeholder://v0_3/scene.base.grid.cell.c5.r2.cascade_removed,placeholder,placeholder,pending_replacement,true,Removed-cell marker for v0.3 cascade step playback.,Client renders this state from backend/runtime result payload only; not outcome authority.,replacement_asset_required;runtime_result_api_review_required
scene.base.grid.cell.c5.r2.drop_target,cascade_sequence,base_game.cascade_steps[].dropped_cells,drop_target_cell,cascade_drop,placeholder://v0_3/scene.base.grid.cell.c5.r2.drop_target,placeholder,placeholder,pending_replacement,true,Drop-target marker for v0.3 symbol drop/refill playback.,Client renders this state from backend/runtime result payload only; not outcome authority.,replacement_asset_required;runtime_result_api_review_required
scene.base.grid.cell.c5.r2.new_symbol,cascade_sequence,base_game.cascade_steps[].new_symbols,new_symbol_cell,cascade_refill,placeholder://v0_3/scene.base.grid.cell.c5.r2.new_symbol,placeholder,placeholder,pending_replacement,true,New/refilled symbol marker for v0.3 cascade playback.,Client renders this state from backend/runtime result payload only; not outcome authority.,replacement_asset_required;runtime_result_api_review_required
scene.base.grid.cell.c5.r3.golden_overlay,golden_square_overlay,base_game.cascade_steps[].golden_squares_after,golden_square_state,golden_square_persist,placeholder://v0_3/scene.base.grid.cell.c5.r3.golden_overlay,placeholder,placeholder,pending_replacement,true,Golden-square overlay for v0.3 persistent cell state.,Client renders this state from backend/runtime result payload only; not outcome authority.,replacement_asset_required;runtime_result_api_review_required
scene.base.grid.cell.c5.r3.cascade_removed,cascade_sequence,base_game.cascade_steps[].removed_cells,cascade_removed_cell,cascade_remove,placeholder://v0_3/scene.base.grid.cell.c5.r3.cascade_removed,placeholder,placeholder,pending_replacement,true,Removed-cell marker for v0.3 cascade step playback.,Client renders this state from backend/runtime result payload only; not outcome authority.,replacement_asset_required;runtime_result_api_review_required
scene.base.grid.cell.c5.r3.drop_target,cascade_sequence,base_game.cascade_steps[].dropped_cells,drop_target_cell,cascade_drop,placeholder://v0_3/scene.base.grid.cell.c5.r3.drop_target,placeholder,placeholder,pending_replacement,true,Drop-target marker for v0.3 symbol drop/refill playback.,Client renders this state from backend/runtime result payload only; not outcome authority.,replacement_asset_required;runtime_result_api_review_required
scene.base.grid.cell.c5.r3.new_symbol,cascade_sequence,base_game.cascade_steps[].new_symbols,new_symbol_cell,cascade_refill,placeholder://v0_3/scene.base.grid.cell.c5.r3.new_symbol,placeholder,placeholder,pending_replacement,true,New/refilled symbol marker for v0.3 cascade playback.,Client renders this state from backend/runtime result payload only; not outcome authority.,replacement_asset_required;runtime_result_api_review_required
scene.base.grid.cell.c5.r4.golden_overlay,golden_square_overlay,base_game.cascade_steps[].golden_squares_after,golden_square_state,golden_square_persist,placeholder://v0_3/scene.base.grid.cell.c5.r4.golden_overlay,placeholder,placeholder,pending_replacement,true,Golden-square overlay for v0.3 persistent cell state.,Client renders this state from backend/runtime result payload only; not outcome authority.,replacement_asset_required;runtime_result_api_review_required
scene.base.grid.cell.c5.r4.cascade_removed,cascade_sequence,base_game.cascade_steps[].removed_cells,cascade_removed_cell,cascade_remove,placeholder://v0_3/scene.base.grid.cell.c5.r4.cascade_removed,placeholder,placeholder,pending_replacement,true,Removed-cell marker for v0.3 cascade step playback.,Client renders this state from backend/runtime result payload only; not outcome authority.,replacement_asset_required;runtime_result_api_review_required
scene.base.grid.cell.c5.r4.drop_target,cascade_sequence,base_game.cascade_steps[].dropped_cells,drop_target_cell,cascade_drop,placeholder://v0_3/scene.base.grid.cell.c5.r4.drop_target,placeholder,placeholder,pending_replacement,true,Drop-target marker for v0.3 symbol drop/refill playback.,Client renders this state from backend/runtime result payload only; not outcome authority.,replacement_asset_required;runtime_result_api_review_required
scene.base.grid.cell.c5.r4.new_symbol,cascade_sequence,base_game.cascade_steps[].new_symbols,new_symbol_cell,cascade_refill,placeholder://v0_3/scene.base.grid.cell.c5.r4.new_symbol,placeholder,placeholder,pending_replacement,true,New/refilled symbol marker for v0.3 cascade playback.,Client renders this state from backend/runtime result payload only; not outcome authority.,replacement_asset_required;runtime_result_api_review_required
scene.base.grid.cell.c5.r5.golden_overlay,golden_square_overlay,base_game.cascade_steps[].golden_squares_after,golden_square_state,golden_square_persist,placeholder://v0_3/scene.base.grid.cell.c5.r5.golden_overlay,placeholder,placeholder,pending_replacement,true,Golden-square overlay for v0.3 persistent cell state.,Client renders this state from backend/runtime result payload only; not outcome authority.,replacement_asset_required;runtime_result_api_review_required
scene.base.grid.cell.c5.r5.cascade_removed,cascade_sequence,base_game.cascade_steps[].removed_cells,cascade_removed_cell,cascade_remove,placeholder://v0_3/scene.base.grid.cell.c5.r5.cascade_removed,placeholder,placeholder,pending_replacement,true,Removed-cell marker for v0.3 cascade step playback.,Client renders this state from backend/runtime result payload only; not outcome authority.,replacement_asset_required;runtime_result_api_review_required
scene.base.grid.cell.c5.r5.drop_target,cascade_sequence,base_game.cascade_steps[].dropped_cells,drop_target_cell,cascade_drop,placeholder://v0_3/scene.base.grid.cell.c5.r5.drop_target,placeholder,placeholder,pending_replacement,true,Drop-target marker for v0.3 symbol drop/refill playback.,Client renders this state from backend/runtime result payload only; not outcome authority.,replacement_asset_required;runtime_result_api_review_required
scene.base.grid.cell.c5.r5.new_symbol,cascade_sequence,base_game.cascade_steps[].new_symbols,new_symbol_cell,cascade_refill,placeholder://v0_3/scene.base.grid.cell.c5.r5.new_symbol,placeholder,placeholder,pending_replacement,true,New/refilled symbol marker for v0.3 cascade playback.,Client renders this state from backend/runtime result payload only; not outcome authority.,replacement_asset_required;runtime_result_api_review_required
scene.base.grid.cell.c6.r1.golden_overlay,golden_square_overlay,base_game.cascade_steps[].golden_squares_after,golden_square_state,golden_square_persist,placeholder://v0_3/scene.base.grid.cell.c6.r1.golden_overlay,placeholder,placeholder,pending_replacement,true,Golden-square overlay for v0.3 persistent cell state.,Client renders this state from backend/runtime result payload only; not outcome authority.,replacement_asset_required;runtime_result_api_review_required
scene.base.grid.cell.c6.r1.cascade_removed,cascade_sequence,base_game.cascade_steps[].removed_cells,cascade_removed_cell,cascade_remove,placeholder://v0_3/scene.base.grid.cell.c6.r1.cascade_removed,placeholder,placeholder,pending_replacement,true,Removed-cell marker for v0.3 cascade step playback.,Client renders this state from backend/runtime result payload only; not outcome authority.,replacement_asset_required;runtime_result_api_review_required
scene.base.grid.cell.c6.r1.drop_target,cascade_sequence,base_game.cascade_steps[].dropped_cells,drop_target_cell,cascade_drop,placeholder://v0_3/scene.base.grid.cell.c6.r1.drop_target,placeholder,placeholder,pending_replacement,true,Drop-target marker for v0.3 symbol drop/refill playback.,Client renders this state from backend/runtime result payload only; not outcome authority.,replacement_asset_required;runtime_result_api_review_required
scene.base.grid.cell.c6.r1.new_symbol,cascade_sequence,base_game.cascade_steps[].new_symbols,new_symbol_cell,cascade_refill,placeholder://v0_3/scene.base.grid.cell.c6.r1.new_symbol,placeholder,placeholder,pending_replacement,true,New/refilled symbol marker for v0.3 cascade playback.,Client renders this state from backend/runtime result payload only; not outcome authority.,replacement_asset_required;runtime_result_api_review_required
scene.base.grid.cell.c6.r2.golden_overlay,golden_square_overlay,base_game.cascade_steps[].golden_squares_after,golden_square_state,golden_square_persist,placeholder://v0_3/scene.base.grid.cell.c6.r2.golden_overlay,placeholder,placeholder,pending_replacement,true,Golden-square overlay for v0.3 persistent cell state.,Client renders this state from backend/runtime result payload only; not outcome authority.,replacement_asset_required;runtime_result_api_review_required
scene.base.grid.cell.c6.r2.cascade_removed,cascade_sequence,base_game.cascade_steps[].removed_cells,cascade_removed_cell,cascade_remove,placeholder://v0_3/scene.base.grid.cell.c6.r2.cascade_removed,placeholder,placeholder,pending_replacement,true,Removed-cell marker for v0.3 cascade step playback.,Client renders this state from backend/runtime result payload only; not outcome authority.,replacement_asset_required;runtime_result_api_review_required
scene.base.grid.cell.c6.r2.drop_target,cascade_sequence,base_game.cascade_steps[].dropped_cells,drop_target_cell,cascade_drop,placeholder://v0_3/scene.base.grid.cell.c6.r2.drop_target,placeholder,placeholder,pending_replacement,true,Drop-target marker for v0.3 symbol drop/refill playback.,Client renders this state from backend/runtime result payload only; not outcome authority.,replacement_asset_required;runtime_result_api_review_required
scene.base.grid.cell.c6.r2.new_symbol,cascade_sequence,base_game.cascade_steps[].new_symbols,new_symbol_cell,cascade_refill,placeholder://v0_3/scene.base.grid.cell.c6.r2.new_symbol,placeholder,placeholder,pending_replacement,true,New/refilled symbol marker for v0.3 cascade playback.,Client renders this state from backend/runtime result payload only; not outcome authority.,replacement_asset_required;runtime_result_api_review_required
scene.base.grid.cell.c6.r3.golden_overlay,golden_square_overlay,base_game.cascade_steps[].golden_squares_after,golden_square_state,golden_square_persist,placeholder://v0_3/scene.base.grid.cell.c6.r3.golden_overlay,placeholder,placeholder,pending_replacement,true,Golden-square overlay for v0.3 persistent cell state.,Client renders this state from backend/runtime result payload only; not outcome authority.,replacement_asset_required;runtime_result_api_review_required
scene.base.grid.cell.c6.r3.cascade_removed,cascade_sequence,base_game.cascade_steps[].removed_cells,cascade_removed_cell,cascade_remove,placeholder://v0_3/scene.base.grid.cell.c6.r3.cascade_removed,placeholder,placeholder,pending_replacement,true,Removed-cell marker for v0.3 cascade step playback.,Client renders this state from backend/runtime result payload only; not outcome authority.,replacement_asset_required;runtime_result_api_review_required
scene.base.grid.cell.c6.r3.drop_target,cascade_sequence,base_game.cascade_steps[].dropped_cells,drop_target_cell,cascade_drop,placeholder://v0_3/scene.base.grid.cell.c6.r3.drop_target,placeholder,placeholder,pending_replacement,true,Drop-target marker for v0.3 symbol drop/refill playback.,Client renders this state from backend/runtime result payload only; not outcome authority.,replacement_asset_required;runtime_result_api_review_required
scene.base.grid.cell.c6.r3.new_symbol,cascade_sequence,base_game.cascade_steps[].new_symbols,new_symbol_cell,cascade_refill,placeholder://v0_3/scene.base.grid.cell.c6.r3.new_symbol,placeholder,placeholder,pending_replacement,true,New/refilled symbol marker for v0.3 cascade playback.,Client renders this state from backend/runtime result payload only; not outcome authority.,replacement_asset_required;runtime_result_api_review_required
scene.base.grid.cell.c6.r4.golden_overlay,golden_square_overlay,base_game.cascade_steps[].golden_squares_after,golden_square_state,golden_square_persist,placeholder://v0_3/scene.base.grid.cell.c6.r4.golden_overlay,placeholder,placeholder,pending_replacement,true,Golden-square overlay for v0.3 persistent cell state.,Client renders this state from backend/runtime result payload only; not outcome authority.,replacement_asset_required;runtime_result_api_review_required
scene.base.grid.cell.c6.r4.cascade_removed,cascade_sequence,base_game.cascade_steps[].removed_cells,cascade_removed_cell,cascade_remove,placeholder://v0_3/scene.base.grid.cell.c6.r4.cascade_removed,placeholder,placeholder,pending_replacement,true,Removed-cell marker for v0.3 cascade step playback.,Client renders this state from backend/runtime result payload only; not outcome authority.,replacement_asset_required;runtime_result_api_review_required
scene.base.grid.cell.c6.r4.drop_target,cascade_sequence,base_game.cascade_steps[].dropped_cells,drop_target_cell,cascade_drop,placeholder://v0_3/scene.base.grid.cell.c6.r4.drop_target,placeholder,placeholder,pending_replacement,true,Drop-target marker for v0.3 symbol drop/refill playback.,Client renders this state from backend/runtime result payload only; not outcome authority.,replacement_asset_required;runtime_result_api_review_required
scene.base.grid.cell.c6.r4.new_symbol,cascade_sequence,base_game.cascade_steps[].new_symbols,new_symbol_cell,cascade_refill,placeholder://v0_3/scene.base.grid.cell.c6.r4.new_symbol,placeholder,placeholder,pending_replacement,true,New/refilled symbol marker for v0.3 cascade playback.,Client renders this state from backend/runtime result payload only; not outcome authority.,replacement_asset_required;runtime_result_api_review_required
scene.base.grid.cell.c6.r5.golden_overlay,golden_square_overlay,base_game.cascade_steps[].golden_squares_after,golden_square_state,golden_square_persist,placeholder://v0_3/scene.base.grid.cell.c6.r5.golden_overlay,placeholder,placeholder,pending_replacement,true,Golden-square overlay for v0.3 persistent cell state.,Client renders this state from backend/runtime result payload only; not outcome authority.,replacement_asset_required;runtime_result_api_review_required
scene.base.grid.cell.c6.r5.cascade_removed,cascade_sequence,base_game.cascade_steps[].removed_cells,cascade_removed_cell,cascade_remove,placeholder://v0_3/scene.base.grid.cell.c6.r5.cascade_removed,placeholder,placeholder,pending_replacement,true,Removed-cell marker for v0.3 cascade step playback.,Client renders this state from backend/runtime result payload only; not outcome authority.,replacement_asset_required;runtime_result_api_review_required
scene.base.grid.cell.c6.r5.drop_target,cascade_sequence,base_game.cascade_steps[].dropped_cells,drop_target_cell,cascade_drop,placeholder://v0_3/scene.base.grid.cell.c6.r5.drop_target,placeholder,placeholder,pending_replacement,true,Drop-target marker for v0.3 symbol drop/refill playback.,Client renders this state from backend/runtime result payload only; not outcome authority.,replacement_asset_required;runtime_result_api_review_required
scene.base.grid.cell.c6.r5.new_symbol,cascade_sequence,base_game.cascade_steps[].new_symbols,new_symbol_cell,cascade_refill,placeholder://v0_3/scene.base.grid.cell.c6.r5.new_symbol,placeholder,placeholder,pending_replacement,true,New/refilled symbol marker for v0.3 cascade playback.,Client renders this state from backend/runtime result payload only; not outcome authority.,replacement_asset_required;runtime_result_api_review_required
scene.base.grid.cluster.highlight.1,cascade_sequence,base_game.cascade_steps[].clusters,cluster_win_highlight,cluster_highlight,placeholder://v0_3/scene.base.grid.cluster.highlight.1,placeholder,placeholder,pending_replacement,true,Stable cluster highlight object for v0.3 cascade win groups.,Client renders this state from backend/runtime result payload only; not outcome authority.,replacement_asset_required;runtime_result_api_review_required
scene.base.grid.cluster.highlight.2,cascade_sequence,base_game.cascade_steps[].clusters,cluster_win_highlight,cluster_highlight,placeholder://v0_3/scene.base.grid.cluster.highlight.2,placeholder,placeholder,pending_replacement,true,Stable cluster highlight object for v0.3 cascade win groups.,Client renders this state from backend/runtime result payload only; not outcome authority.,replacement_asset_required;runtime_result_api_review_required
scene.base.grid.cluster.highlight.3,cascade_sequence,base_game.cascade_steps[].clusters,cluster_win_highlight,cluster_highlight,placeholder://v0_3/scene.base.grid.cluster.highlight.3,placeholder,placeholder,pending_replacement,true,Stable cluster highlight object for v0.3 cascade win groups.,Client renders this state from backend/runtime result payload only; not outcome authority.,replacement_asset_required;runtime_result_api_review_required
scene.base.grid.cluster.highlight.4,cascade_sequence,base_game.cascade_steps[].clusters,cluster_win_highlight,cluster_highlight,placeholder://v0_3/scene.base.grid.cluster.highlight.4,placeholder,placeholder,pending_replacement,true,Stable cluster highlight object for v0.3 cascade win groups.,Client renders this state from backend/runtime result payload only; not outcome authority.,replacement_asset_required;runtime_result_api_review_required
scene.base.grid.cluster.highlight.5,cascade_sequence,base_game.cascade_steps[].clusters,cluster_win_highlight,cluster_highlight,placeholder://v0_3/scene.base.grid.cluster.highlight.5,placeholder,placeholder,pending_replacement,true,Stable cluster highlight object for v0.3 cascade win groups.,Client renders this state from backend/runtime result payload only; not outcome authority.,replacement_asset_required;runtime_result_api_review_required
scene.base.grid.cluster.highlight.6,cascade_sequence,base_game.cascade_steps[].clusters,cluster_win_highlight,cluster_highlight,placeholder://v0_3/scene.base.grid.cluster.highlight.6,placeholder,placeholder,pending_replacement,true,Stable cluster highlight object for v0.3 cascade win groups.,Client renders this state from backend/runtime result payload only; not outcome authority.,replacement_asset_required;runtime_result_api_review_required
scene.base.cascade.step_counter,cascade_sequence,base_game.cascade_steps[].cascade_index,cascade_index,cascade_step_update,placeholder://v0_3/scene.base.cascade.step_counter,placeholder,placeholder,pending_replacement,true,Displays current cascade step index.,Client renders this state from backend/runtime result payload only; not outcome authority.,replacement_asset_required;runtime_result_api_review_required
scene.base.total_cascade_win_display,cascade_sequence,base_game.total_cascade_win,total_cascade_win,total_cascade_win_update,placeholder://v0_3/scene.base.total_cascade_win_display,placeholder,placeholder,pending_replacement,true,Displays total cascade win for current round.,Client renders this state from backend/runtime result payload only; not outcome authority.,replacement_asset_required;runtime_result_api_review_required
scene.base.rainbow.activation,rainbow_activation_scene,base_game.rainbow_activation_events,rainbow_activation,rainbow_activate,placeholder://v0_3/scene.base.rainbow.activation,placeholder,placeholder,pending_replacement,true,Rainbow activation event anchor and effect state.,Client renders this state from backend/runtime result payload only; not outcome authority.,replacement_asset_required;runtime_result_api_review_required
scene.base.coin_reveal.bronze,coin_reveal_scene,base_game.coin_reveals[].tier,coin_reveal_bronze,coin_reveal_bronze,placeholder://v0_3/scene.base.coin_reveal.bronze,placeholder,placeholder,pending_replacement,true,Bronze coin reveal state.,Client renders this state from backend/runtime result payload only; not outcome authority.,replacement_asset_required;runtime_result_api_review_required
scene.base.coin_reveal.silver,coin_reveal_scene,base_game.coin_reveals[].tier,coin_reveal_silver,coin_reveal_silver,placeholder://v0_3/scene.base.coin_reveal.silver,placeholder,placeholder,pending_replacement,true,Silver coin reveal state.,Client renders this state from backend/runtime result payload only; not outcome authority.,replacement_asset_required;runtime_result_api_review_required
scene.base.coin_reveal.gold,coin_reveal_scene,base_game.coin_reveals[].tier,coin_reveal_gold,coin_reveal_gold,placeholder://v0_3/scene.base.coin_reveal.gold,placeholder,placeholder,pending_replacement,true,Gold coin reveal state.,Client renders this state from backend/runtime result payload only; not outcome authority.,replacement_asset_required;runtime_result_api_review_required
scene.base.special_reveal.pot_of_gold,coin_reveal_scene,base_game.special_reveals[].reveal_type,special_reveal_pot_of_gold,special_reveal_candidate,placeholder://v0_3/scene.base.special_reveal.pot_of_gold,placeholder,placeholder,pending_replacement,true,Pot-of-gold optional reveal candidate; evidence remains provisional.,Client renders this state from backend/runtime result payload only; not outcome authority.,replacement_asset_required;runtime_result_api_review_required
scene.base.special_reveal.four_leaf_clover,coin_reveal_scene,base_game.special_reveals[].reveal_type,special_reveal_four_leaf_clover,special_reveal_candidate,placeholder://v0_3/scene.base.special_reveal.four_leaf_clover,placeholder,placeholder,pending_replacement,true,Four-leaf-clover optional reveal candidate; evidence remains provisional.,Client renders this state from backend/runtime result payload only; not outcome authority.,replacement_asset_required;runtime_result_api_review_required
scene.feature.mode_1.panel,feature_mode_selection,feature_mode_state.mode_key,feature_mode_panel,feature_mode_select,placeholder://v0_3/scene.feature.mode_1.panel,placeholder,placeholder,pending_replacement,true,Feature mode 1 selection/active panel.,Client renders this state from backend/runtime result payload only; not outcome authority.,replacement_asset_required;runtime_result_api_review_required
scene.feature.mode_2.panel,feature_mode_selection,feature_mode_state.mode_key,feature_mode_panel,feature_mode_select,placeholder://v0_3/scene.feature.mode_2.panel,placeholder,placeholder,pending_replacement,true,Feature mode 2 selection/active panel.,Client renders this state from backend/runtime result payload only; not outcome authority.,replacement_asset_required;runtime_result_api_review_required
scene.feature.mode_3.panel,feature_mode_selection,feature_mode_state.mode_key,feature_mode_panel,feature_mode_select,placeholder://v0_3/scene.feature.mode_3.panel,placeholder,placeholder,pending_replacement,true,Feature mode 3 selection/active panel.,Client renders this state from backend/runtime result payload only; not outcome authority.,replacement_asset_required;runtime_result_api_review_required
scene.bonus_buy.mode_selection,bonus_buy_panel,bonus_buy_state.selected_mode,bonus_buy_mode_selection,bonus_buy_mode_select,placeholder://v0_3/scene.bonus_buy.mode_selection,placeholder,placeholder,pending_replacement,true,Bonus-buy mode selection/purchased feature state.,Client renders this state from backend/runtime result payload only; not outcome authority.,replacement_asset_required;runtime_result_api_review_required
scene.max_win.cap_overlay,max_win_cap_scene,max_win_cap.cap_reached,max_win_cap,max_win_cap_reached,placeholder://v0_3/scene.max_win.cap_overlay,placeholder,placeholder,pending_replacement,true,Max-win cap overlay and round stop signal.,Client renders this state from backend/runtime result payload only; not outcome authority.,replacement_asset_required;runtime_result_api_review_required
scene.max_win.pre_cap_amount,max_win_cap_scene,max_win_cap.pre_cap_win,pre_cap_win,pre_cap_counter,placeholder://v0_3/scene.max_win.pre_cap_amount,placeholder,placeholder,pending_replacement,true,Pre-cap amount display.,Client renders this state from backend/runtime result payload only; not outcome authority.,replacement_asset_required;runtime_result_api_review_required
scene.max_win.capped_amount,max_win_cap_scene,max_win_cap.capped_win,capped_win,capped_counter,placeholder://v0_3/scene.max_win.capped_amount,placeholder,placeholder,pending_replacement,true,Capped win amount display.,Client renders this state from backend/runtime result payload only; not outcome authority.,replacement_asset_required;runtime_result_api_review_required
scene.win_tier.big,big_win_scene,winTier,win_tier_big,win_tier_big,placeholder://v0_3/scene.win_tier.big,placeholder,placeholder,pending_replacement,true,Big win tier effect anchor.,Client renders this state from backend/runtime result payload only; not outcome authority.,replacement_asset_required;runtime_result_api_review_required
scene.win_tier.huge,big_win_scene,winTier,win_tier_huge,win_tier_huge,placeholder://v0_3/scene.win_tier.huge,placeholder,placeholder,pending_replacement,true,Huge win tier effect anchor.,Client renders this state from backend/runtime result payload only; not outcome authority.,replacement_asset_required;runtime_result_api_review_required
scene.win_tier.mega,big_win_scene,winTier,win_tier_mega,win_tier_mega,placeholder://v0_3/scene.win_tier.mega,placeholder,placeholder,pending_replacement,true,Mega win tier effect anchor.,Client renders this state from backend/runtime result payload only; not outcome authority.,replacement_asset_required;runtime_result_api_review_required
scene.round_completion.ready,round_completion_state,round_completion.final_state_ready,round_completion,round_ready,placeholder://v0_3/scene.round_completion.ready,placeholder,placeholder,pending_replacement,true,Round completion ready state marker.,Client renders this state from backend/runtime result payload only; not outcome authority.,replacement_asset_required;runtime_result_api_review_required
scene.reconnect.restore_state,state_recovery_reconnect_scene,state_persistence.recovery_state,state_persistence,restore_state,placeholder://v0_3/scene.reconnect.restore_state,placeholder,placeholder,pending_replacement,true,Reconnect/restore persisted runtime state marker.,Client renders this state from backend/runtime result payload only; not outcome authority.,replacement_asset_required;runtime_result_api_review_required
scene.developer.runtime_result_owner_marker,round_completion_state,runtime_result_owner,runtime_owner_boundary,developer_note,placeholder://v0_3/scene.developer.runtime_result_owner_marker,placeholder,placeholder,pending_replacement,true,Developer-only marker: current GS result owner is unproven.,Client renders this state from backend/runtime result payload only; not outcome authority. Renderer/developer helper field; not an authoritative result schema field.,replacement_asset_required;runtime_result_api_review_required;helper_not_result_schema
scene.developer.registration_metadata_boundary,round_completion_state,registration_metadata_boundary,registration_boundary,developer_note,placeholder://v0_3/scene.developer.registration_metadata_boundary,placeholder,placeholder,pending_replacement,true,Developer-only marker: registration metadata is not result animation schema.,Client renders this state from backend/runtime result payload only; not outcome authority.,replacement_asset_required;runtime_result_api_review_required
