object_id,scene_id,current_asset_reference,asset_source,ownership_status,release_status,replacement_required,art_direction_status,replacement_priority,replacement_asset_target,artist_notes
scene.big_win.counter.amount,scene.big_win,02_reference_assets/authorized_raw/playwright_20260510T094437Z/iteration_3/1309_1.23.0_assets_default_common_spine_win_tiers.json,scaffold_reference,scaffold_internal_only,blocked_from_release,true,scaffold_internal_only,critical,lg_big_win_counter_amount_original_big_win_effect,"Replace with original vault burst, money rain, and tiered win counter effects."
scene.big_win.overlay.root,big.win.scene,02_reference_assets/authorized_raw/playwright_20260510T094437Z/iteration_3/1309_1.23.0_assets_default_common_spine_win_tiers.json,scaffold_reference,scaffold_internal_only,blocked_from_release,true,scaffold_internal_only,critical,lg_big_win_overlay_root_original_big_win_effect,"Replace with original vault burst, money rain, and tiered win counter effects."
scene.bonus_buy.panel.buy_button,scene.bonus_buy.panel,02_reference_assets/authorized_raw/playwright_20260510T094437Z/iteration_1/1309_1.23.0_ui_images_promotion_button.png,scaffold_reference,scaffold_internal_only,blocked_from_release,true,scaffold_internal_only,critical,lg_bonus_buy_panel_buy_button_original_ui_control_asset,Replace with original Start the Job bonus-buy panel and button treatment.
scene.bonus_buy.panel.root,bonus.buy.panel,02_reference_assets/authorized_raw/playwright_20260510T094437Z/iteration_1/1309_1.23.0_ui_images_promotion_button.png,scaffold_reference,scaffold_internal_only,blocked_from_release,true,scaffold_internal_only,critical,lg_bonus_buy_panel_root_original_start_the_job_asset,Replace with original Start the Job bonus-buy panel and button treatment.
scene.double_up.modal.root,double.up.placeholder,02_reference_assets/authorized_raw/playwright_20260510T094437Z/iteration_3/1309_1.23.0_assets_default_common_atlas_misc.atlas,scaffold_reference,scaffold_internal_only,blocked_from_release,true,scaffold_internal_only,high,lg_double_up_modal_root_original_or_approved_replacement,Replace with original/internal-approved/licensed asset before release.
scene.error.modal.message,scene.error,02_reference_assets/authorized_raw/playwright_20260510T094437Z/iteration_3/1309_1.23.0_assets_default_common_atlas_misc.atlas,scaffold_reference,scaffold_internal_only,blocked_from_release,true,scaffold_internal_only,high,lg_error_modal_message_original_or_approved_replacement,Replace with original/internal-approved/licensed asset before release.
scene.error.modal.root,error.modal,02_reference_assets/authorized_raw/playwright_20260510T094437Z/iteration_3/1309_1.23.0_assets_default_common_atlas_misc.atlas,scaffold_reference,scaffold_internal_only,blocked_from_release,true,scaffold_internal_only,high,lg_error_modal_root_original_or_approved_replacement,Replace with original/internal-approved/licensed asset before release.
scene.free_spins.active.background,scene.free_spins.active,02_reference_assets/authorized_raw/playwright_20260510T094437Z/iteration_3/1309_1.23.0_assets_default_common_atlas_background.jpg,scaffold_reference,scaffold_internal_only,blocked_from_release,true,scaffold_internal_only,critical,lg_free_spins_active_background_original_background_illustration,Replace with original neon city alley / casino backroom background for Little Gangster.
scene.free_spins.active.title,scene.free_spins.active,02_reference_assets/authorized_raw/playwright_20260510T094437Z/iteration_3/1309_1.23.0_assets_default_common_atlas_logos.atlas,scaffold_reference,scaffold_internal_only,blocked_from_release,true,scaffold_internal_only,critical,lg_free_spins_active_title_original_heist_mode_asset,"Replace with original Heist Mode overlay, counters, and free-spin transitions."
scene.free_spins.counter.remaining,scene.free_spins.active,02_reference_assets/authorized_raw/playwright_20260510T094437Z/iteration_3/1309_1.23.0_assets_default_common_spine_fs.json,scaffold_reference,scaffold_internal_only,blocked_from_release,true,scaffold_internal_only,critical,lg_free_spins_counter_remaining_original_heist_mode_asset,"Replace with original Heist Mode overlay, counters, and free-spin transitions."
scene.free_spins.grid.cell.c1.r1,scene.free_spins.grid,02_reference_assets/authorized_raw/playwright_20260510T094437Z/iteration_3/1309_1.23.0_assets_default_common_atlas_misc.atlas,scaffold_reference,scaffold_internal_only,blocked_from_release,true,scaffold_internal_only,critical,lg_free_spins_grid_cell_c1_r1_original_grid_frame_or_cell_asset,"Replace with original 6x5 neon heist-board frame, cell treatment, and cluster-highlight overlay."
scene.free_spins.grid.cell.c1.r2,scene.free_spins.grid,02_reference_assets/authorized_raw/playwright_20260510T094437Z/iteration_3/1309_1.23.0_assets_default_common_atlas_misc.atlas,scaffold_reference,scaffold_internal_only,blocked_from_release,true,scaffold_internal_only,critical,lg_free_spins_grid_cell_c1_r2_original_grid_frame_or_cell_asset,"Replace with original 6x5 neon heist-board frame, cell treatment, and cluster-highlight overlay."
scene.free_spins.grid.cell.c1.r3,scene.free_spins.grid,02_reference_assets/authorized_raw/playwright_20260510T094437Z/iteration_3/1309_1.23.0_assets_default_common_atlas_misc.atlas,scaffold_reference,scaffold_internal_only,blocked_from_release,true,scaffold_internal_only,critical,lg_free_spins_grid_cell_c1_r3_original_grid_frame_or_cell_asset,"Replace with original 6x5 neon heist-board frame, cell treatment, and cluster-highlight overlay."
scene.free_spins.grid.cell.c1.r4,scene.free_spins.grid,02_reference_assets/authorized_raw/playwright_20260510T094437Z/iteration_3/1309_1.23.0_assets_default_common_atlas_misc.atlas,scaffold_reference,scaffold_internal_only,blocked_from_release,true,scaffold_internal_only,critical,lg_free_spins_grid_cell_c1_r4_original_grid_frame_or_cell_asset,"Replace with original 6x5 neon heist-board frame, cell treatment, and cluster-highlight overlay."
scene.free_spins.grid.cell.c1.r5,scene.free_spins.grid,02_reference_assets/authorized_raw/playwright_20260510T094437Z/iteration_3/1309_1.23.0_assets_default_common_atlas_misc.atlas,scaffold_reference,scaffold_internal_only,blocked_from_release,true,scaffold_internal_only,critical,lg_free_spins_grid_cell_c1_r5_original_grid_frame_or_cell_asset,"Replace with original 6x5 neon heist-board frame, cell treatment, and cluster-highlight overlay."
scene.free_spins.grid.cell.c2.r1,scene.free_spins.grid,02_reference_assets/authorized_raw/playwright_20260510T094437Z/iteration_3/1309_1.23.0_assets_default_common_atlas_misc.atlas,scaffold_reference,scaffold_internal_only,blocked_from_release,true,scaffold_internal_only,critical,lg_free_spins_grid_cell_c2_r1_original_grid_frame_or_cell_asset,"Replace with original 6x5 neon heist-board frame, cell treatment, and cluster-highlight overlay."
scene.free_spins.grid.cell.c2.r2,scene.free_spins.grid,02_reference_assets/authorized_raw/playwright_20260510T094437Z/iteration_3/1309_1.23.0_assets_default_common_atlas_misc.atlas,scaffold_reference,scaffold_internal_only,blocked_from_release,true,scaffold_internal_only,critical,lg_free_spins_grid_cell_c2_r2_original_grid_frame_or_cell_asset,"Replace with original 6x5 neon heist-board frame, cell treatment, and cluster-highlight overlay."
scene.free_spins.grid.cell.c2.r3,scene.free_spins.grid,02_reference_assets/authorized_raw/playwright_20260510T094437Z/iteration_3/1309_1.23.0_assets_default_common_atlas_misc.atlas,scaffold_reference,scaffold_internal_only,blocked_from_release,true,scaffold_internal_only,critical,lg_free_spins_grid_cell_c2_r3_original_grid_frame_or_cell_asset,"Replace with original 6x5 neon heist-board frame, cell treatment, and cluster-highlight overlay."
scene.free_spins.grid.cell.c2.r4,scene.free_spins.grid,02_reference_assets/authorized_raw/playwright_20260510T094437Z/iteration_3/1309_1.23.0_assets_default_common_atlas_misc.atlas,scaffold_reference,scaffold_internal_only,blocked_from_release,true,scaffold_internal_only,critical,lg_free_spins_grid_cell_c2_r4_original_grid_frame_or_cell_asset,"Replace with original 6x5 neon heist-board frame, cell treatment, and cluster-highlight overlay."
scene.free_spins.grid.cell.c2.r5,scene.free_spins.grid,02_reference_assets/authorized_raw/playwright_20260510T094437Z/iteration_3/1309_1.23.0_assets_default_common_atlas_misc.atlas,scaffold_reference,scaffold_internal_only,blocked_from_release,true,scaffold_internal_only,critical,lg_free_spins_grid_cell_c2_r5_original_grid_frame_or_cell_asset,"Replace with original 6x5 neon heist-board frame, cell treatment, and cluster-highlight overlay."
scene.free_spins.grid.cell.c3.r1,scene.free_spins.grid,02_reference_assets/authorized_raw/playwright_20260510T094437Z/iteration_3/1309_1.23.0_assets_default_common_atlas_misc.atlas,scaffold_reference,scaffold_internal_only,blocked_from_release,true,scaffold_internal_only,critical,lg_free_spins_grid_cell_c3_r1_original_grid_frame_or_cell_asset,"Replace with original 6x5 neon heist-board frame, cell treatment, and cluster-highlight overlay."
scene.free_spins.grid.cell.c3.r2,scene.free_spins.grid,02_reference_assets/authorized_raw/playwright_20260510T094437Z/iteration_3/1309_1.23.0_assets_default_common_atlas_misc.atlas,scaffold_reference,scaffold_internal_only,blocked_from_release,true,scaffold_internal_only,critical,lg_free_spins_grid_cell_c3_r2_original_grid_frame_or_cell_asset,"Replace with original 6x5 neon heist-board frame, cell treatment, and cluster-highlight overlay."
scene.free_spins.grid.cell.c3.r3,scene.free_spins.grid,02_reference_assets/authorized_raw/playwright_20260510T094437Z/iteration_3/1309_1.23.0_assets_default_common_atlas_misc.atlas,scaffold_reference,scaffold_internal_only,blocked_from_release,true,scaffold_internal_only,critical,lg_free_spins_grid_cell_c3_r3_original_grid_frame_or_cell_asset,"Replace with original 6x5 neon heist-board frame, cell treatment, and cluster-highlight overlay."
scene.free_spins.grid.cell.c3.r4,scene.free_spins.grid,02_reference_assets/authorized_raw/playwright_20260510T094437Z/iteration_3/1309_1.23.0_assets_default_common_atlas_misc.atlas,scaffold_reference,scaffold_internal_only,blocked_from_release,true,scaffold_internal_only,critical,lg_free_spins_grid_cell_c3_r4_original_grid_frame_or_cell_asset,"Replace with original 6x5 neon heist-board frame, cell treatment, and cluster-highlight overlay."
scene.free_spins.grid.cell.c3.r5,scene.free_spins.grid,02_reference_assets/authorized_raw/playwright_20260510T094437Z/iteration_3/1309_1.23.0_assets_default_common_atlas_misc.atlas,scaffold_reference,scaffold_internal_only,blocked_from_release,true,scaffold_internal_only,critical,lg_free_spins_grid_cell_c3_r5_original_grid_frame_or_cell_asset,"Replace with original 6x5 neon heist-board frame, cell treatment, and cluster-highlight overlay."
scene.free_spins.grid.cell.c4.r1,scene.free_spins.grid,02_reference_assets/authorized_raw/playwright_20260510T094437Z/iteration_3/1309_1.23.0_assets_default_common_atlas_misc.atlas,scaffold_reference,scaffold_internal_only,blocked_from_release,true,scaffold_internal_only,critical,lg_free_spins_grid_cell_c4_r1_original_grid_frame_or_cell_asset,"Replace with original 6x5 neon heist-board frame, cell treatment, and cluster-highlight overlay."
scene.free_spins.grid.cell.c4.r2,scene.free_spins.grid,02_reference_assets/authorized_raw/playwright_20260510T094437Z/iteration_3/1309_1.23.0_assets_default_common_atlas_misc.atlas,scaffold_reference,scaffold_internal_only,blocked_from_release,true,scaffold_internal_only,critical,lg_free_spins_grid_cell_c4_r2_original_grid_frame_or_cell_asset,"Replace with original 6x5 neon heist-board frame, cell treatment, and cluster-highlight overlay."
scene.free_spins.grid.cell.c4.r3,scene.free_spins.grid,02_reference_assets/authorized_raw/playwright_20260510T094437Z/iteration_3/1309_1.23.0_assets_default_common_atlas_misc.atlas,scaffold_reference,scaffold_internal_only,blocked_from_release,true,scaffold_internal_only,critical,lg_free_spins_grid_cell_c4_r3_original_grid_frame_or_cell_asset,"Replace with original 6x5 neon heist-board frame, cell treatment, and cluster-highlight overlay."
scene.free_spins.grid.cell.c4.r4,scene.free_spins.grid,02_reference_assets/authorized_raw/playwright_20260510T094437Z/iteration_3/1309_1.23.0_assets_default_common_atlas_misc.atlas,scaffold_reference,scaffold_internal_only,blocked_from_release,true,scaffold_internal_only,critical,lg_free_spins_grid_cell_c4_r4_original_grid_frame_or_cell_asset,"Replace with original 6x5 neon heist-board frame, cell treatment, and cluster-highlight overlay."
scene.free_spins.grid.cell.c4.r5,scene.free_spins.grid,02_reference_assets/authorized_raw/playwright_20260510T094437Z/iteration_3/1309_1.23.0_assets_default_common_atlas_misc.atlas,scaffold_reference,scaffold_internal_only,blocked_from_release,true,scaffold_internal_only,critical,lg_free_spins_grid_cell_c4_r5_original_grid_frame_or_cell_asset,"Replace with original 6x5 neon heist-board frame, cell treatment, and cluster-highlight overlay."
scene.free_spins.grid.cell.c5.r1,scene.free_spins.grid,02_reference_assets/authorized_raw/playwright_20260510T094437Z/iteration_3/1309_1.23.0_assets_default_common_atlas_misc.atlas,scaffold_reference,scaffold_internal_only,blocked_from_release,true,scaffold_internal_only,critical,lg_free_spins_grid_cell_c5_r1_original_grid_frame_or_cell_asset,"Replace with original 6x5 neon heist-board frame, cell treatment, and cluster-highlight overlay."
scene.free_spins.grid.cell.c5.r2,scene.free_spins.grid,02_reference_assets/authorized_raw/playwright_20260510T094437Z/iteration_3/1309_1.23.0_assets_default_common_atlas_misc.atlas,scaffold_reference,scaffold_internal_only,blocked_from_release,true,scaffold_internal_only,critical,lg_free_spins_grid_cell_c5_r2_original_grid_frame_or_cell_asset,"Replace with original 6x5 neon heist-board frame, cell treatment, and cluster-highlight overlay."
scene.free_spins.grid.cell.c5.r3,scene.free_spins.grid,02_reference_assets/authorized_raw/playwright_20260510T094437Z/iteration_3/1309_1.23.0_assets_default_common_atlas_misc.atlas,scaffold_reference,scaffold_internal_only,blocked_from_release,true,scaffold_internal_only,critical,lg_free_spins_grid_cell_c5_r3_original_grid_frame_or_cell_asset,"Replace with original 6x5 neon heist-board frame, cell treatment, and cluster-highlight overlay."
scene.free_spins.grid.cell.c5.r4,scene.free_spins.grid,02_reference_assets/authorized_raw/playwright_20260510T094437Z/iteration_3/1309_1.23.0_assets_default_common_atlas_misc.atlas,scaffold_reference,scaffold_internal_only,blocked_from_release,true,scaffold_internal_only,critical,lg_free_spins_grid_cell_c5_r4_original_grid_frame_or_cell_asset,"Replace with original 6x5 neon heist-board frame, cell treatment, and cluster-highlight overlay."
scene.free_spins.grid.cell.c5.r5,scene.free_spins.grid,02_reference_assets/authorized_raw/playwright_20260510T094437Z/iteration_3/1309_1.23.0_assets_default_common_atlas_misc.atlas,scaffold_reference,scaffold_internal_only,blocked_from_release,true,scaffold_internal_only,critical,lg_free_spins_grid_cell_c5_r5_original_grid_frame_or_cell_asset,"Replace with original 6x5 neon heist-board frame, cell treatment, and cluster-highlight overlay."
scene.free_spins.grid.cell.c6.r1,scene.free_spins.grid,02_reference_assets/authorized_raw/playwright_20260510T094437Z/iteration_3/1309_1.23.0_assets_default_common_atlas_misc.atlas,scaffold_reference,scaffold_internal_only,blocked_from_release,true,scaffold_internal_only,critical,lg_free_spins_grid_cell_c6_r1_original_grid_frame_or_cell_asset,"Replace with original 6x5 neon heist-board frame, cell treatment, and cluster-highlight overlay."
scene.free_spins.grid.cell.c6.r2,scene.free_spins.grid,02_reference_assets/authorized_raw/playwright_20260510T094437Z/iteration_3/1309_1.23.0_assets_default_common_atlas_misc.atlas,scaffold_reference,scaffold_internal_only,blocked_from_release,true,scaffold_internal_only,critical,lg_free_spins_grid_cell_c6_r2_original_grid_frame_or_cell_asset,"Replace with original 6x5 neon heist-board frame, cell treatment, and cluster-highlight overlay."
scene.free_spins.grid.cell.c6.r3,scene.free_spins.grid,02_reference_assets/authorized_raw/playwright_20260510T094437Z/iteration_3/1309_1.23.0_assets_default_common_atlas_misc.atlas,scaffold_reference,scaffold_internal_only,blocked_from_release,true,scaffold_internal_only,critical,lg_free_spins_grid_cell_c6_r3_original_grid_frame_or_cell_asset,"Replace with original 6x5 neon heist-board frame, cell treatment, and cluster-highlight overlay."
scene.free_spins.grid.cell.c6.r4,scene.free_spins.grid,02_reference_assets/authorized_raw/playwright_20260510T094437Z/iteration_3/1309_1.23.0_assets_default_common_atlas_misc.atlas,scaffold_reference,scaffold_internal_only,blocked_from_release,true,scaffold_internal_only,critical,lg_free_spins_grid_cell_c6_r4_original_grid_frame_or_cell_asset,"Replace with original 6x5 neon heist-board frame, cell treatment, and cluster-highlight overlay."
scene.free_spins.grid.cell.c6.r5,scene.free_spins.grid,02_reference_assets/authorized_raw/playwright_20260510T094437Z/iteration_3/1309_1.23.0_assets_default_common_atlas_misc.atlas,scaffold_reference,scaffold_internal_only,blocked_from_release,true,scaffold_internal_only,critical,lg_free_spins_grid_cell_c6_r5_original_grid_frame_or_cell_asset,"Replace with original 6x5 neon heist-board frame, cell treatment, and cluster-highlight overlay."
scene.free_spins.intro.background,scene.free_spins.intro,02_reference_assets/authorized_raw/playwright_20260510T094437Z/iteration_3/1309_1.23.0_assets_default_common_atlas_background.jpg,scaffold_reference,scaffold_internal_only,blocked_from_release,true,scaffold_internal_only,critical,lg_free_spins_intro_background_original_background_illustration,Replace with original neon city alley / casino backroom background for Little Gangster.
scene.free_spins.intro.title,scene.free_spins.intro,02_reference_assets/authorized_raw/playwright_20260510T094437Z/iteration_3/1309_1.23.0_assets_default_common_atlas_logos.atlas,scaffold_reference,scaffold_internal_only,blocked_from_release,true,scaffold_internal_only,critical,lg_free_spins_intro_title_original_heist_mode_asset,"Replace with original Heist Mode overlay, counters, and free-spin transitions."
scene.free_spins.multiplier_badge,scene.free_spins.active,02_reference_assets/authorized_raw/playwright_20260510T094437Z/iteration_3/1309_1.23.0_assets_default_common_spine_fs.json,scaffold_reference,scaffold_internal_only,blocked_from_release,true,scaffold_internal_only,critical,lg_free_spins_multiplier_badge_original_heist_mode_asset,"Replace with original Heist Mode overlay, counters, and free-spin transitions."
scene.free_spins.outro.background,scene.free_spins.outro,02_reference_assets/authorized_raw/playwright_20260510T094437Z/iteration_3/1309_1.23.0_assets_default_common_atlas_background.jpg,scaffold_reference,scaffold_internal_only,blocked_from_release,true,scaffold_internal_only,critical,lg_free_spins_outro_background_original_background_illustration,Replace with original neon city alley / casino backroom background for Little Gangster.
scene.free_spins.outro.title,scene.free_spins.outro,02_reference_assets/authorized_raw/playwright_20260510T094437Z/iteration_3/1309_1.23.0_assets_default_common_atlas_logos.atlas,scaffold_reference,scaffold_internal_only,blocked_from_release,true,scaffold_internal_only,critical,lg_free_spins_outro_title_original_heist_mode_asset,"Replace with original Heist Mode overlay, counters, and free-spin transitions."
scene.free_spins.outro.total_win,scene.free_spins.outro,02_reference_assets/authorized_raw/playwright_20260510T094437Z/iteration_3/1309_1.23.0_assets_default_common_spine_fs.json,scaffold_reference,scaffold_internal_only,blocked_from_release,true,scaffold_internal_only,critical,lg_free_spins_outro_total_win_original_heist_mode_asset,"Replace with original Heist Mode overlay, counters, and free-spin transitions."
scene.layout.desktop.safe_area,desktop.layout,placeholder://scene.layout.desktop.safe_area,placeholder,needs_replacement,blocked_from_release,true,needs_replacement,medium,lg_layout_desktop_safe_area_original_or_approved_replacement,Keep as technical layout guide; final responsive positions must be validated in client implementation.
scene.layout.desktop.safe_area.control_slot,desktop.layout,placeholder://scene.layout.desktop.safe_area.control_slot,placeholder,needs_replacement,blocked_from_release,true,needs_replacement,medium,lg_layout_desktop_safe_area_control_slot_original_or_approved_replacement,Keep as technical layout guide; final responsive positions must be validated in client implementation.
scene.layout.desktop.safe_area.grid_slot,desktop.layout,02_reference_assets/authorized_raw/playwright_20260510T094437Z/iteration_3/1309_1.23.0_assets_default_common_atlas_misc.atlas,scaffold_reference,scaffold_internal_only,blocked_from_release,true,scaffold_internal_only,medium,lg_layout_desktop_safe_area_grid_slot_original_grid_frame_or_cell_asset,"Replace with original 6x5 neon heist-board frame, cell treatment, and cluster-highlight overlay."
scene.layout.mobile.safe_area,mobile.layout,placeholder://scene.layout.mobile.safe_area,placeholder,needs_replacement,blocked_from_release,true,needs_replacement,medium,lg_layout_mobile_safe_area_original_or_approved_replacement,Keep as technical layout guide; final responsive positions must be validated in client implementation.
scene.layout.mobile.safe_area.control_slot,mobile.layout,placeholder://scene.layout.mobile.safe_area.control_slot,placeholder,needs_replacement,blocked_from_release,true,needs_replacement,medium,lg_layout_mobile_safe_area_control_slot_original_or_approved_replacement,Keep as technical layout guide; final responsive positions must be validated in client implementation.
scene.layout.mobile.safe_area.grid_slot,mobile.layout,02_reference_assets/authorized_raw/playwright_20260510T094437Z/iteration_3/1309_1.23.0_assets_default_common_atlas_misc.atlas,scaffold_reference,scaffold_internal_only,blocked_from_release,true,scaffold_internal_only,medium,lg_layout_mobile_safe_area_grid_slot_original_grid_frame_or_cell_asset,"Replace with original 6x5 neon heist-board frame, cell treatment, and cluster-highlight overlay."
scene.loading.background,scene.loading,02_reference_assets/authorized_raw/playwright_20260510T094437Z/iteration_3/1309_1.23.0_assets_default_common_atlas_background.jpg,scaffold_reference,scaffold_internal_only,blocked_from_release,true,scaffold_internal_only,critical,lg_loading_background_original_background_illustration,Replace with original neon city alley / casino backroom background for Little Gangster.
scene.loading.continue_prompt,scene.loading,02_reference_assets/authorized_raw/chrome_mcp_20260507_1215/assets_default_common_atlas_fs_splash.ktx2,scaffold_reference,scaffold_internal_only,blocked_from_release,true,scaffold_internal_only,medium,lg_loading_continue_prompt_original_or_approved_replacement,Replace with original/internal-approved/licensed asset before release.
scene.loading.feature_cards,scene.loading,02_reference_assets/authorized_raw/chrome_mcp_20260507_1215/assets_default_common_atlas_fs_splash.ktx2,scaffold_reference,scaffold_internal_only,blocked_from_release,true,scaffold_internal_only,high,lg_loading_feature_cards_original_or_approved_replacement,Replace with original/internal-approved/licensed asset before release.
scene.loading.logo,scene.loading,02_reference_assets/authorized_raw/playwright_20260510T094437Z/iteration_3/1309_1.23.0_assets_default_common_atlas_logos.atlas,scaffold_reference,scaffold_internal_only,blocked_from_release,true,scaffold_internal_only,high,lg_loading_logo_original_or_approved_replacement,Replace with original/internal-approved/licensed asset before release.
scene.loading.progress,scene.loading,02_reference_assets/authorized_raw/chrome_mcp_20260507_1215/assets_default_common_atlas_fs_splash.ktx2,scaffold_reference,scaffold_internal_only,blocked_from_release,true,scaffold_internal_only,medium,lg_loading_progress_original_or_approved_replacement,Replace with original/internal-approved/licensed asset before release.
scene.reconnect.modal.retry_button,scene.reconnect,02_reference_assets/authorized_raw/playwright_20260510T094437Z/iteration_3/1309_1.23.0_assets_default_common_atlas_misc.atlas,scaffold_reference,scaffold_internal_only,blocked_from_release,true,scaffold_internal_only,high,lg_reconnect_modal_retry_button_original_ui_control_asset,Replace with original/internal-approved/licensed asset before release.
scene.reconnect.modal.root,reconnect.modal,02_reference_assets/authorized_raw/playwright_20260510T094437Z/iteration_3/1309_1.23.0_assets_default_common_atlas_misc.atlas,scaffold_reference,scaffold_internal_only,blocked_from_release,true,scaffold_internal_only,high,lg_reconnect_modal_root_original_or_approved_replacement,Replace with original/internal-approved/licensed asset before release.
scene.rules.feature_rules.tab,scene.rules,02_reference_assets/authorized_raw/playwright_20260510T094437Z/iteration_3/1309_1.23.0_assets_desc.json,scaffold_reference,scaffold_internal_only,blocked_from_release,true,scaffold_internal_only,medium,lg_rules_feature_rules_tab_original_or_approved_replacement,Replace with original/internal-approved/licensed asset before release.
scene.rules.modal.root,help.rules.paytable.modal,02_reference_assets/authorized_raw/playwright_20260510T094437Z/iteration_3/1309_1.23.0_assets_desc.json,scaffold_reference,scaffold_internal_only,blocked_from_release,true,scaffold_internal_only,high,lg_rules_modal_root_original_or_approved_replacement,Replace with original/internal-approved/licensed asset before release.
scene.rules.paytable.tab,scene.rules,02_reference_assets/authorized_raw/playwright_20260510T094437Z/iteration_3/1309_1.23.0_assets_desc.json,scaffold_reference,scaffold_internal_only,blocked_from_release,true,scaffold_internal_only,critical,lg_rules_paytable_tab_original_or_approved_replacement,Replace with original/internal-approved/licensed asset before release.
scene.settings.modal.root,settings.modal,02_reference_assets/authorized_raw/playwright_20260510T094437Z/iteration_3/1309_1.23.0_assets_default_common_atlas_misc.atlas,scaffold_reference,scaffold_internal_only,blocked_from_release,true,scaffold_internal_only,high,lg_settings_modal_root_original_or_approved_replacement,Replace with original/internal-approved/licensed asset before release.
scene.settings.music_toggle,scene.settings,02_reference_assets/authorized_raw/playwright_20260510T094437Z/iteration_3/1309_1.23.0_assets_default_common_sound_music_intro.mp4,scaffold_reference,scaffold_internal_only,blocked_from_release,true,scaffold_internal_only,high,lg_settings_music_toggle_original_ui_control_asset,Replace with original or licensed noir/heist music and UI SFX.
scene.settings.sound_toggle,scene.settings,02_reference_assets/authorized_raw/playwright_20260510T094437Z/iteration_3/1309_1.23.0_assets_default_common_sound_click.mp4,scaffold_reference,scaffold_internal_only,blocked_from_release,true,scaffold_internal_only,high,lg_settings_sound_toggle_original_ui_control_asset,Replace with original or licensed noir/heist music and UI SFX.
scene.turbo.toggle.root,turbo.toggle,02_reference_assets/authorized_raw/playwright_20260510T094437Z/iteration_3/1309_1.23.0_assets_default_common_atlas_misc.atlas,scaffold_reference,scaffold_internal_only,blocked_from_release,true,scaffold_internal_only,high,lg_turbo_toggle_root_original_ui_control_asset,Replace with original/internal-approved/licensed asset before release.
