object_id,scene_id,object_type,current_asset_reference,asset_source,ownership_status,release_status,replacement_required,dimensions,layer,z_index,notes
scene.bonus_buy.panel.buy_button,scene.bonus_buy.panel,buy_button,02_reference_assets/authorized_raw/playwright_20260510T094437Z/iteration_1/1309_1.23.0_ui_images_promotion_button.png,scaffold_reference,scaffold_internal_only,blocked_from_release,true,0.16x0.08,modal_controls,220,Confirm buy button placeholder; must be disabled until backend validates feature buy. Supplemental scaffold preview/reference mapped; blocked from release.
scene.bonus_buy.panel.root,bonus.buy.panel,bonus_buy_panel,02_reference_assets/authorized_raw/playwright_20260510T094437Z/iteration_1/1309_1.23.0_ui_images_promotion_button.png,scaffold_reference,scaffold_internal_only,blocked_from_release,true,0.5x0.58,modal,200,Bonus buy modal placeholder. Feature in scope but EV/pricing pending. Supplemental scaffold preview/reference mapped; blocked from release.
scene.double_up.modal.root,double.up.placeholder,double_up_placeholder,02_reference_assets/authorized_raw/playwright_20260510T094437Z/iteration_3/1309_1.23.0_assets_default_common_atlas_misc.atlas,scaffold_reference,scaffold_internal_only,blocked_from_release,true,0.5x0.58,modal,200,Double-up/gamble placeholder pending product decision. Supplemental scaffold preview/reference mapped; blocked from release.
scene.error.modal.message,scene.error,error_message,02_reference_assets/authorized_raw/playwright_20260510T094437Z/iteration_3/1309_1.23.0_assets_default_common_atlas_misc.atlas,scaffold_reference,scaffold_internal_only,blocked_from_release,true,0.38x0.12,modal_text,230,Error message text area placeholder. Supplemental scaffold preview/reference mapped; blocked from release.
scene.error.modal.root,error.modal,error_modal,02_reference_assets/authorized_raw/playwright_20260510T094437Z/iteration_3/1309_1.23.0_assets_default_common_atlas_misc.atlas,scaffold_reference,scaffold_internal_only,blocked_from_release,true,0.5x0.58,modal,200,Error modal placeholder for runtime/wallet/client errors. Supplemental scaffold preview/reference mapped; blocked from release.
scene.free_spins.active.background,scene.free_spins.active,background,02_reference_assets/authorized_raw/playwright_20260510T094437Z/iteration_3/1309_1.23.0_assets_default_common_atlas_background.jpg,scaffold_reference,scaffold_internal_only,blocked_from_release,true,1x1,background,0,Free-spins active background placeholder. Original art required. Supplemental scaffold preview/reference mapped; blocked from release.
scene.free_spins.active.title,scene.free_spins.active,title,02_reference_assets/authorized_raw/playwright_20260510T094437Z/iteration_3/1309_1.23.0_assets_default_common_atlas_logos.atlas,scaffold_reference,scaffold_internal_only,blocked_from_release,true,0.44x0.1,feature_overlay,110,Free-spins active title/banner placeholder. Supplemental scaffold preview/reference mapped; blocked from release.
scene.free_spins.counter.remaining,scene.free_spins.active,free_spin_counter,02_reference_assets/authorized_raw/playwright_20260510T094437Z/iteration_3/1309_1.23.0_assets_default_common_spine_fs.json,scaffold_reference,scaffold_internal_only,blocked_from_release,true,0.2x0.06,ui_overlay,140,Free spins remaining counter. Supplemental scaffold preview/reference mapped; blocked from release.
scene.free_spins.grid.cell.c1.r1,scene.free_spins.grid,grid_cell,02_reference_assets/authorized_raw/playwright_20260510T094437Z/iteration_3/1309_1.23.0_assets_default_common_atlas_misc.atlas,scaffold_reference,scaffold_internal_only,blocked_from_release,true,0.10667x0.116,grid_cells,50,"Free-spins grid cell column 1, row 1. Stable 6x5 target cell. Supplemental scaffold preview/reference mapped; blocked from release."
scene.free_spins.grid.cell.c1.r2,scene.free_spins.grid,grid_cell,02_reference_assets/authorized_raw/playwright_20260510T094437Z/iteration_3/1309_1.23.0_assets_default_common_atlas_misc.atlas,scaffold_reference,scaffold_internal_only,blocked_from_release,true,0.10667x0.116,grid_cells,50,"Free-spins grid cell column 1, row 2. Stable 6x5 target cell. Supplemental scaffold preview/reference mapped; blocked from release."
scene.free_spins.grid.cell.c1.r3,scene.free_spins.grid,grid_cell,02_reference_assets/authorized_raw/playwright_20260510T094437Z/iteration_3/1309_1.23.0_assets_default_common_atlas_misc.atlas,scaffold_reference,scaffold_internal_only,blocked_from_release,true,0.10667x0.116,grid_cells,50,"Free-spins grid cell column 1, row 3. Stable 6x5 target cell. Supplemental scaffold preview/reference mapped; blocked from release."
scene.free_spins.grid.cell.c1.r4,scene.free_spins.grid,grid_cell,02_reference_assets/authorized_raw/playwright_20260510T094437Z/iteration_3/1309_1.23.0_assets_default_common_atlas_misc.atlas,scaffold_reference,scaffold_internal_only,blocked_from_release,true,0.10667x0.116,grid_cells,50,"Free-spins grid cell column 1, row 4. Stable 6x5 target cell. Supplemental scaffold preview/reference mapped; blocked from release."
scene.free_spins.grid.cell.c1.r5,scene.free_spins.grid,grid_cell,02_reference_assets/authorized_raw/playwright_20260510T094437Z/iteration_3/1309_1.23.0_assets_default_common_atlas_misc.atlas,scaffold_reference,scaffold_internal_only,blocked_from_release,true,0.10667x0.116,grid_cells,50,"Free-spins grid cell column 1, row 5. Stable 6x5 target cell. Supplemental scaffold preview/reference mapped; blocked from release."
scene.free_spins.grid.cell.c2.r1,scene.free_spins.grid,grid_cell,02_reference_assets/authorized_raw/playwright_20260510T094437Z/iteration_3/1309_1.23.0_assets_default_common_atlas_misc.atlas,scaffold_reference,scaffold_internal_only,blocked_from_release,true,0.10667x0.116,grid_cells,50,"Free-spins grid cell column 2, row 1. Stable 6x5 target cell. Supplemental scaffold preview/reference mapped; blocked from release."
scene.free_spins.grid.cell.c2.r2,scene.free_spins.grid,grid_cell,02_reference_assets/authorized_raw/playwright_20260510T094437Z/iteration_3/1309_1.23.0_assets_default_common_atlas_misc.atlas,scaffold_reference,scaffold_internal_only,blocked_from_release,true,0.10667x0.116,grid_cells,50,"Free-spins grid cell column 2, row 2. Stable 6x5 target cell. Supplemental scaffold preview/reference mapped; blocked from release."
scene.free_spins.grid.cell.c2.r3,scene.free_spins.grid,grid_cell,02_reference_assets/authorized_raw/playwright_20260510T094437Z/iteration_3/1309_1.23.0_assets_default_common_atlas_misc.atlas,scaffold_reference,scaffold_internal_only,blocked_from_release,true,0.10667x0.116,grid_cells,50,"Free-spins grid cell column 2, row 3. Stable 6x5 target cell. Supplemental scaffold preview/reference mapped; blocked from release."
scene.free_spins.grid.cell.c2.r4,scene.free_spins.grid,grid_cell,02_reference_assets/authorized_raw/playwright_20260510T094437Z/iteration_3/1309_1.23.0_assets_default_common_atlas_misc.atlas,scaffold_reference,scaffold_internal_only,blocked_from_release,true,0.10667x0.116,grid_cells,50,"Free-spins grid cell column 2, row 4. Stable 6x5 target cell. Supplemental scaffold preview/reference mapped; blocked from release."
scene.free_spins.grid.cell.c2.r5,scene.free_spins.grid,grid_cell,02_reference_assets/authorized_raw/playwright_20260510T094437Z/iteration_3/1309_1.23.0_assets_default_common_atlas_misc.atlas,scaffold_reference,scaffold_internal_only,blocked_from_release,true,0.10667x0.116,grid_cells,50,"Free-spins grid cell column 2, row 5. Stable 6x5 target cell. Supplemental scaffold preview/reference mapped; blocked from release."
scene.free_spins.grid.cell.c3.r1,scene.free_spins.grid,grid_cell,02_reference_assets/authorized_raw/playwright_20260510T094437Z/iteration_3/1309_1.23.0_assets_default_common_atlas_misc.atlas,scaffold_reference,scaffold_internal_only,blocked_from_release,true,0.10667x0.116,grid_cells,50,"Free-spins grid cell column 3, row 1. Stable 6x5 target cell. Supplemental scaffold preview/reference mapped; blocked from release."
scene.free_spins.grid.cell.c3.r2,scene.free_spins.grid,grid_cell,02_reference_assets/authorized_raw/playwright_20260510T094437Z/iteration_3/1309_1.23.0_assets_default_common_atlas_misc.atlas,scaffold_reference,scaffold_internal_only,blocked_from_release,true,0.10667x0.116,grid_cells,50,"Free-spins grid cell column 3, row 2. Stable 6x5 target cell. Supplemental scaffold preview/reference mapped; blocked from release."
scene.free_spins.grid.cell.c3.r3,scene.free_spins.grid,grid_cell,02_reference_assets/authorized_raw/playwright_20260510T094437Z/iteration_3/1309_1.23.0_assets_default_common_atlas_misc.atlas,scaffold_reference,scaffold_internal_only,blocked_from_release,true,0.10667x0.116,grid_cells,50,"Free-spins grid cell column 3, row 3. Stable 6x5 target cell. Supplemental scaffold preview/reference mapped; blocked from release."
scene.free_spins.grid.cell.c3.r4,scene.free_spins.grid,grid_cell,02_reference_assets/authorized_raw/playwright_20260510T094437Z/iteration_3/1309_1.23.0_assets_default_common_atlas_misc.atlas,scaffold_reference,scaffold_internal_only,blocked_from_release,true,0.10667x0.116,grid_cells,50,"Free-spins grid cell column 3, row 4. Stable 6x5 target cell. Supplemental scaffold preview/reference mapped; blocked from release."
scene.free_spins.grid.cell.c3.r5,scene.free_spins.grid,grid_cell,02_reference_assets/authorized_raw/playwright_20260510T094437Z/iteration_3/1309_1.23.0_assets_default_common_atlas_misc.atlas,scaffold_reference,scaffold_internal_only,blocked_from_release,true,0.10667x0.116,grid_cells,50,"Free-spins grid cell column 3, row 5. Stable 6x5 target cell. Supplemental scaffold preview/reference mapped; blocked from release."
scene.free_spins.grid.cell.c4.r1,scene.free_spins.grid,grid_cell,02_reference_assets/authorized_raw/playwright_20260510T094437Z/iteration_3/1309_1.23.0_assets_default_common_atlas_misc.atlas,scaffold_reference,scaffold_internal_only,blocked_from_release,true,0.10667x0.116,grid_cells,50,"Free-spins grid cell column 4, row 1. Stable 6x5 target cell. Supplemental scaffold preview/reference mapped; blocked from release."
scene.free_spins.grid.cell.c4.r2,scene.free_spins.grid,grid_cell,02_reference_assets/authorized_raw/playwright_20260510T094437Z/iteration_3/1309_1.23.0_assets_default_common_atlas_misc.atlas,scaffold_reference,scaffold_internal_only,blocked_from_release,true,0.10667x0.116,grid_cells,50,"Free-spins grid cell column 4, row 2. Stable 6x5 target cell. Supplemental scaffold preview/reference mapped; blocked from release."
scene.free_spins.grid.cell.c4.r3,scene.free_spins.grid,grid_cell,02_reference_assets/authorized_raw/playwright_20260510T094437Z/iteration_3/1309_1.23.0_assets_default_common_atlas_misc.atlas,scaffold_reference,scaffold_internal_only,blocked_from_release,true,0.10667x0.116,grid_cells,50,"Free-spins grid cell column 4, row 3. Stable 6x5 target cell. Supplemental scaffold preview/reference mapped; blocked from release."
scene.free_spins.grid.cell.c4.r4,scene.free_spins.grid,grid_cell,02_reference_assets/authorized_raw/playwright_20260510T094437Z/iteration_3/1309_1.23.0_assets_default_common_atlas_misc.atlas,scaffold_reference,scaffold_internal_only,blocked_from_release,true,0.10667x0.116,grid_cells,50,"Free-spins grid cell column 4, row 4. Stable 6x5 target cell. Supplemental scaffold preview/reference mapped; blocked from release."
scene.free_spins.grid.cell.c4.r5,scene.free_spins.grid,grid_cell,02_reference_assets/authorized_raw/playwright_20260510T094437Z/iteration_3/1309_1.23.0_assets_default_common_atlas_misc.atlas,scaffold_reference,scaffold_internal_only,blocked_from_release,true,0.10667x0.116,grid_cells,50,"Free-spins grid cell column 4, row 5. Stable 6x5 target cell. Supplemental scaffold preview/reference mapped; blocked from release."
scene.free_spins.grid.cell.c5.r1,scene.free_spins.grid,grid_cell,02_reference_assets/authorized_raw/playwright_20260510T094437Z/iteration_3/1309_1.23.0_assets_default_common_atlas_misc.atlas,scaffold_reference,scaffold_internal_only,blocked_from_release,true,0.10667x0.116,grid_cells,50,"Free-spins grid cell column 5, row 1. Stable 6x5 target cell. Supplemental scaffold preview/reference mapped; blocked from release."
scene.free_spins.grid.cell.c5.r2,scene.free_spins.grid,grid_cell,02_reference_assets/authorized_raw/playwright_20260510T094437Z/iteration_3/1309_1.23.0_assets_default_common_atlas_misc.atlas,scaffold_reference,scaffold_internal_only,blocked_from_release,true,0.10667x0.116,grid_cells,50,"Free-spins grid cell column 5, row 2. Stable 6x5 target cell. Supplemental scaffold preview/reference mapped; blocked from release."
scene.free_spins.grid.cell.c5.r3,scene.free_spins.grid,grid_cell,02_reference_assets/authorized_raw/playwright_20260510T094437Z/iteration_3/1309_1.23.0_assets_default_common_atlas_misc.atlas,scaffold_reference,scaffold_internal_only,blocked_from_release,true,0.10667x0.116,grid_cells,50,"Free-spins grid cell column 5, row 3. Stable 6x5 target cell. Supplemental scaffold preview/reference mapped; blocked from release."
scene.free_spins.grid.cell.c5.r4,scene.free_spins.grid,grid_cell,02_reference_assets/authorized_raw/playwright_20260510T094437Z/iteration_3/1309_1.23.0_assets_default_common_atlas_misc.atlas,scaffold_reference,scaffold_internal_only,blocked_from_release,true,0.10667x0.116,grid_cells,50,"Free-spins grid cell column 5, row 4. Stable 6x5 target cell. Supplemental scaffold preview/reference mapped; blocked from release."
scene.free_spins.grid.cell.c5.r5,scene.free_spins.grid,grid_cell,02_reference_assets/authorized_raw/playwright_20260510T094437Z/iteration_3/1309_1.23.0_assets_default_common_atlas_misc.atlas,scaffold_reference,scaffold_internal_only,blocked_from_release,true,0.10667x0.116,grid_cells,50,"Free-spins grid cell column 5, row 5. Stable 6x5 target cell. Supplemental scaffold preview/reference mapped; blocked from release."
scene.free_spins.grid.cell.c6.r1,scene.free_spins.grid,grid_cell,02_reference_assets/authorized_raw/playwright_20260510T094437Z/iteration_3/1309_1.23.0_assets_default_common_atlas_misc.atlas,scaffold_reference,scaffold_internal_only,blocked_from_release,true,0.10667x0.116,grid_cells,50,"Free-spins grid cell column 6, row 1. Stable 6x5 target cell. Supplemental scaffold preview/reference mapped; blocked from release."
scene.free_spins.grid.cell.c6.r2,scene.free_spins.grid,grid_cell,02_reference_assets/authorized_raw/playwright_20260510T094437Z/iteration_3/1309_1.23.0_assets_default_common_atlas_misc.atlas,scaffold_reference,scaffold_internal_only,blocked_from_release,true,0.10667x0.116,grid_cells,50,"Free-spins grid cell column 6, row 2. Stable 6x5 target cell. Supplemental scaffold preview/reference mapped; blocked from release."
scene.free_spins.grid.cell.c6.r3,scene.free_spins.grid,grid_cell,02_reference_assets/authorized_raw/playwright_20260510T094437Z/iteration_3/1309_1.23.0_assets_default_common_atlas_misc.atlas,scaffold_reference,scaffold_internal_only,blocked_from_release,true,0.10667x0.116,grid_cells,50,"Free-spins grid cell column 6, row 3. Stable 6x5 target cell. Supplemental scaffold preview/reference mapped; blocked from release."
scene.free_spins.grid.cell.c6.r4,scene.free_spins.grid,grid_cell,02_reference_assets/authorized_raw/playwright_20260510T094437Z/iteration_3/1309_1.23.0_assets_default_common_atlas_misc.atlas,scaffold_reference,scaffold_internal_only,blocked_from_release,true,0.10667x0.116,grid_cells,50,"Free-spins grid cell column 6, row 4. Stable 6x5 target cell. Supplemental scaffold preview/reference mapped; blocked from release."
scene.free_spins.grid.cell.c6.r5,scene.free_spins.grid,grid_cell,02_reference_assets/authorized_raw/playwright_20260510T094437Z/iteration_3/1309_1.23.0_assets_default_common_atlas_misc.atlas,scaffold_reference,scaffold_internal_only,blocked_from_release,true,0.10667x0.116,grid_cells,50,"Free-spins grid cell column 6, row 5. Stable 6x5 target cell. Supplemental scaffold preview/reference mapped; blocked from release."
scene.free_spins.intro.background,scene.free_spins.intro,background,02_reference_assets/authorized_raw/playwright_20260510T094437Z/iteration_3/1309_1.23.0_assets_default_common_atlas_background.jpg,scaffold_reference,scaffold_internal_only,blocked_from_release,true,1x1,background,0,Free-spins intro background placeholder. Original art required. Supplemental scaffold preview/reference mapped; blocked from release.
scene.free_spins.intro.title,scene.free_spins.intro,title,02_reference_assets/authorized_raw/playwright_20260510T094437Z/iteration_3/1309_1.23.0_assets_default_common_atlas_logos.atlas,scaffold_reference,scaffold_internal_only,blocked_from_release,true,0.44x0.1,feature_overlay,110,Free-spins intro title/banner placeholder. Supplemental scaffold preview/reference mapped; blocked from release.
scene.free_spins.multiplier_badge,scene.free_spins.active,multiplier_badge,02_reference_assets/authorized_raw/playwright_20260510T094437Z/iteration_3/1309_1.23.0_assets_default_common_spine_fs.json,scaffold_reference,scaffold_internal_only,blocked_from_release,true,0.1x0.08,ui_overlay,141,Free-spin multiplier badge placeholder. Supplemental scaffold preview/reference mapped; blocked from release.
scene.free_spins.outro.background,scene.free_spins.outro,background,02_reference_assets/authorized_raw/playwright_20260510T094437Z/iteration_3/1309_1.23.0_assets_default_common_atlas_background.jpg,scaffold_reference,scaffold_internal_only,blocked_from_release,true,1x1,background,0,Free-spins outro background placeholder. Original art required. Supplemental scaffold preview/reference mapped; blocked from release.
scene.free_spins.outro.title,scene.free_spins.outro,title,02_reference_assets/authorized_raw/playwright_20260510T094437Z/iteration_3/1309_1.23.0_assets_default_common_atlas_logos.atlas,scaffold_reference,scaffold_internal_only,blocked_from_release,true,0.44x0.1,feature_overlay,110,Free-spins outro title/banner placeholder. Supplemental scaffold preview/reference mapped; blocked from release.
scene.free_spins.outro.total_win,scene.free_spins.outro,total_win_summary,02_reference_assets/authorized_raw/playwright_20260510T094437Z/iteration_3/1309_1.23.0_assets_default_common_spine_fs.json,scaffold_reference,scaffold_internal_only,blocked_from_release,true,0.3x0.1,feature_overlay,150,Free-spins total win summary. Supplemental scaffold preview/reference mapped; blocked from release.
scene.layout.desktop.safe_area,desktop.layout,desktop_layout,placeholder://scene.layout.desktop.safe_area,placeholder,placeholder,pending_replacement,true,0.9x0.94,layout,0,desktop_layout safe-area/layout placeholder.
scene.layout.desktop.safe_area.control_slot,desktop.layout,control_layout_area,placeholder://scene.layout.desktop.safe_area.control_slot,placeholder,placeholder,pending_replacement,true,0.84x0.17,layout,20,desktop_layout target control panel area.
scene.layout.desktop.safe_area.grid_slot,desktop.layout,grid_layout_area,02_reference_assets/authorized_raw/playwright_20260510T094437Z/iteration_3/1309_1.23.0_assets_default_common_atlas_misc.atlas,scaffold_reference,scaffold_internal_only,blocked_from_release,true,0.76x0.58,layout,10,desktop_layout target grid area for 6x5 board. Supplemental scaffold preview/reference mapped; blocked from release.
scene.layout.mobile.safe_area,mobile.layout,mobile_layout,placeholder://scene.layout.mobile.safe_area,placeholder,placeholder,pending_replacement,true,0.96x0.96,layout,0,mobile_layout safe-area/layout placeholder.
scene.layout.mobile.safe_area.control_slot,mobile.layout,control_layout_area,placeholder://scene.layout.mobile.safe_area.control_slot,placeholder,placeholder,pending_replacement,true,0.94x0.26,layout,20,mobile_layout target control panel area.
scene.layout.mobile.safe_area.grid_slot,mobile.layout,grid_layout_area,02_reference_assets/authorized_raw/playwright_20260510T094437Z/iteration_3/1309_1.23.0_assets_default_common_atlas_misc.atlas,scaffold_reference,scaffold_internal_only,blocked_from_release,true,0.9x0.54,layout,10,mobile_layout target grid area for 6x5 board. Supplemental scaffold preview/reference mapped; blocked from release.
scene.loading.background,scene.loading,background,02_reference_assets/authorized_raw/playwright_20260510T094437Z/iteration_3/1309_1.23.0_assets_default_common_atlas_background.jpg,scaffold_reference,scaffold_internal_only,blocked_from_release,true,1x1,background,0,Original loading/background art pending; reference street/car style is a clue only. Supplemental scaffold preview/reference mapped; blocked from release.
scene.loading.continue_prompt,scene.loading,prompt,02_reference_assets/authorized_raw/chrome_mcp_20260507_1215/assets_default_common_atlas_fs_splash.ktx2,scaffold_reference,scaffold_internal_only,blocked_from_release,true,0.28x0.06,foreground,30,Click/tap to continue prompt placeholder. Supplemental scaffold preview/reference mapped; blocked from release.
scene.loading.feature_cards,scene.loading,feature_cards,02_reference_assets/authorized_raw/chrome_mcp_20260507_1215/assets_default_common_atlas_fs_splash.ktx2,scaffold_reference,scaffold_internal_only,blocked_from_release,true,0.68x0.34,foreground,20,Three feature-card area placeholder for intro messaging. Supplemental scaffold preview/reference mapped; blocked from release.
scene.loading.logo,scene.loading,logo,02_reference_assets/authorized_raw/playwright_20260510T094437Z/iteration_3/1309_1.23.0_assets_default_common_atlas_logos.atlas,scaffold_reference,scaffold_internal_only,blocked_from_release,true,0.36x0.14,foreground,10,Little Gangster logo placeholder. New original logo required. Supplemental scaffold preview/reference mapped; blocked from release.
scene.loading.progress,scene.loading,progress,02_reference_assets/authorized_raw/chrome_mcp_20260507_1215/assets_default_common_atlas_fs_splash.ktx2,scaffold_reference,scaffold_internal_only,blocked_from_release,true,0.44x0.035,foreground,25,Loading progress indicator placeholder. Supplemental scaffold preview/reference mapped; blocked from release.
scene.reconnect.modal.retry_button,scene.reconnect,retry_button,02_reference_assets/authorized_raw/playwright_20260510T094437Z/iteration_3/1309_1.23.0_assets_default_common_atlas_misc.atlas,scaffold_reference,scaffold_internal_only,blocked_from_release,true,0.16x0.08,modal_controls,230,Reconnect retry button placeholder. Supplemental scaffold preview/reference mapped; blocked from release.
scene.reconnect.modal.root,reconnect.modal,reconnect_modal,02_reference_assets/authorized_raw/playwright_20260510T094437Z/iteration_3/1309_1.23.0_assets_default_common_atlas_misc.atlas,scaffold_reference,scaffold_internal_only,blocked_from_release,true,0.5x0.58,modal,200,Reconnect modal placeholder for runtime recovery. Supplemental scaffold preview/reference mapped; blocked from release.
scene.rules.feature_rules.tab,scene.rules,feature_rules_tab,02_reference_assets/authorized_raw/playwright_20260510T094437Z/iteration_3/1309_1.23.0_assets_desc.json,scaffold_reference,scaffold_internal_only,blocked_from_release,true,0.18x0.06,modal_controls,221,Feature rules tab placeholder. Supplemental scaffold preview/reference mapped; blocked from release.
scene.rules.modal.root,help.rules.paytable.modal,rules_paytable_modal,02_reference_assets/authorized_raw/playwright_20260510T094437Z/iteration_3/1309_1.23.0_assets_desc.json,scaffold_reference,scaffold_internal_only,blocked_from_release,true,0.5x0.58,modal,200,Help/rules/paytable modal placeholder; not final math source. Supplemental scaffold preview/reference mapped; blocked from release.
scene.rules.paytable.tab,scene.rules,paytable_tab,02_reference_assets/authorized_raw/playwright_20260510T094437Z/iteration_3/1309_1.23.0_assets_desc.json,scaffold_reference,scaffold_internal_only,blocked_from_release,true,0.14x0.06,modal_controls,220,Paytable tab placeholder; final copy must match approved math package. Supplemental scaffold preview/reference mapped; blocked from release.
scene.settings.modal.root,settings.modal,settings_modal,02_reference_assets/authorized_raw/playwright_20260510T094437Z/iteration_3/1309_1.23.0_assets_default_common_atlas_misc.atlas,scaffold_reference,scaffold_internal_only,blocked_from_release,true,0.5x0.58,modal,200,Settings modal placeholder. Supplemental scaffold preview/reference mapped; blocked from release.
scene.settings.music_toggle,scene.settings,music_toggle,02_reference_assets/authorized_raw/playwright_20260510T094437Z/iteration_3/1309_1.23.0_assets_default_common_sound_music_intro.mp4,scaffold_reference,scaffold_internal_only,blocked_from_release,true,0.32x0.07,modal_controls,221,Music toggle row placeholder. Supplemental scaffold preview/reference mapped; blocked from release.
scene.settings.sound_toggle,scene.settings,sound_toggle,02_reference_assets/authorized_raw/playwright_20260510T094437Z/iteration_3/1309_1.23.0_assets_default_common_sound_click.mp4,scaffold_reference,scaffold_internal_only,blocked_from_release,true,0.32x0.07,modal_controls,220,Sound toggle row placeholder. Supplemental scaffold preview/reference mapped; blocked from release.
scene.turbo.toggle.root,turbo.toggle,turbo_toggle,02_reference_assets/authorized_raw/playwright_20260510T094437Z/iteration_3/1309_1.23.0_assets_default_common_atlas_misc.atlas,scaffold_reference,scaffold_internal_only,blocked_from_release,true,0.5x0.58,modal,200,Turbo toggle placeholder; behavior not tested. Supplemental scaffold preview/reference mapped; blocked from release.
scene.base.grid.cell.c1.r1.golden_overlay,golden_square_overlay,state_overlay,placeholder://v0_3/scene.base.grid.cell.c1.r1.golden_overlay,placeholder,placeholder,pending_replacement,true,0.10667x0.116,golden_square_overlays,90,Golden-square overlay for v0.3 persistent cell state. Client renderer-only v0.3 state; final asset replacement required.
scene.base.grid.cell.c1.r1.cascade_removed,cascade_sequence,state_overlay,placeholder://v0_3/scene.base.grid.cell.c1.r1.cascade_removed,placeholder,placeholder,pending_replacement,true,0.10667x0.116,cascade_removed_cells,95,Removed-cell marker for v0.3 cascade step playback. Client renderer-only v0.3 state; final asset replacement required.
scene.base.grid.cell.c1.r1.drop_target,cascade_sequence,state_overlay,placeholder://v0_3/scene.base.grid.cell.c1.r1.drop_target,placeholder,placeholder,pending_replacement,true,0.10667x0.116,cascade_drop_targets,96,Drop-target marker for v0.3 symbol drop/refill playback. Client renderer-only v0.3 state; final asset replacement required.
scene.base.grid.cell.c1.r1.new_symbol,cascade_sequence,state_overlay,placeholder://v0_3/scene.base.grid.cell.c1.r1.new_symbol,placeholder,placeholder,pending_replacement,true,0.10667x0.116,cascade_new_symbols,97,New/refilled symbol marker for v0.3 cascade playback. Client renderer-only v0.3 state; final asset replacement required.
scene.base.grid.cell.c1.r2.golden_overlay,golden_square_overlay,state_overlay,placeholder://v0_3/scene.base.grid.cell.c1.r2.golden_overlay,placeholder,placeholder,pending_replacement,true,0.10667x0.116,golden_square_overlays,90,Golden-square overlay for v0.3 persistent cell state. Client renderer-only v0.3 state; final asset replacement required.
scene.base.grid.cell.c1.r2.cascade_removed,cascade_sequence,state_overlay,placeholder://v0_3/scene.base.grid.cell.c1.r2.cascade_removed,placeholder,placeholder,pending_replacement,true,0.10667x0.116,cascade_removed_cells,95,Removed-cell marker for v0.3 cascade step playback. Client renderer-only v0.3 state; final asset replacement required.
scene.base.grid.cell.c1.r2.drop_target,cascade_sequence,state_overlay,placeholder://v0_3/scene.base.grid.cell.c1.r2.drop_target,placeholder,placeholder,pending_replacement,true,0.10667x0.116,cascade_drop_targets,96,Drop-target marker for v0.3 symbol drop/refill playback. Client renderer-only v0.3 state; final asset replacement required.
scene.base.grid.cell.c1.r2.new_symbol,cascade_sequence,state_overlay,placeholder://v0_3/scene.base.grid.cell.c1.r2.new_symbol,placeholder,placeholder,pending_replacement,true,0.10667x0.116,cascade_new_symbols,97,New/refilled symbol marker for v0.3 cascade playback. Client renderer-only v0.3 state; final asset replacement required.
scene.base.grid.cell.c1.r3.golden_overlay,golden_square_overlay,state_overlay,placeholder://v0_3/scene.base.grid.cell.c1.r3.golden_overlay,placeholder,placeholder,pending_replacement,true,0.10667x0.116,golden_square_overlays,90,Golden-square overlay for v0.3 persistent cell state. Client renderer-only v0.3 state; final asset replacement required.
scene.base.grid.cell.c1.r3.cascade_removed,cascade_sequence,state_overlay,placeholder://v0_3/scene.base.grid.cell.c1.r3.cascade_removed,placeholder,placeholder,pending_replacement,true,0.10667x0.116,cascade_removed_cells,95,Removed-cell marker for v0.3 cascade step playback. Client renderer-only v0.3 state; final asset replacement required.
scene.base.grid.cell.c1.r3.drop_target,cascade_sequence,state_overlay,placeholder://v0_3/scene.base.grid.cell.c1.r3.drop_target,placeholder,placeholder,pending_replacement,true,0.10667x0.116,cascade_drop_targets,96,Drop-target marker for v0.3 symbol drop/refill playback. Client renderer-only v0.3 state; final asset replacement required.
scene.base.grid.cell.c1.r3.new_symbol,cascade_sequence,state_overlay,placeholder://v0_3/scene.base.grid.cell.c1.r3.new_symbol,placeholder,placeholder,pending_replacement,true,0.10667x0.116,cascade_new_symbols,97,New/refilled symbol marker for v0.3 cascade playback. Client renderer-only v0.3 state; final asset replacement required.
scene.base.grid.cell.c1.r4.golden_overlay,golden_square_overlay,state_overlay,placeholder://v0_3/scene.base.grid.cell.c1.r4.golden_overlay,placeholder,placeholder,pending_replacement,true,0.10667x0.116,golden_square_overlays,90,Golden-square overlay for v0.3 persistent cell state. Client renderer-only v0.3 state; final asset replacement required.
scene.base.grid.cell.c1.r4.cascade_removed,cascade_sequence,state_overlay,placeholder://v0_3/scene.base.grid.cell.c1.r4.cascade_removed,placeholder,placeholder,pending_replacement,true,0.10667x0.116,cascade_removed_cells,95,Removed-cell marker for v0.3 cascade step playback. Client renderer-only v0.3 state; final asset replacement required.
scene.base.grid.cell.c1.r4.drop_target,cascade_sequence,state_overlay,placeholder://v0_3/scene.base.grid.cell.c1.r4.drop_target,placeholder,placeholder,pending_replacement,true,0.10667x0.116,cascade_drop_targets,96,Drop-target marker for v0.3 symbol drop/refill playback. Client renderer-only v0.3 state; final asset replacement required.
scene.base.grid.cell.c1.r4.new_symbol,cascade_sequence,state_overlay,placeholder://v0_3/scene.base.grid.cell.c1.r4.new_symbol,placeholder,placeholder,pending_replacement,true,0.10667x0.116,cascade_new_symbols,97,New/refilled symbol marker for v0.3 cascade playback. Client renderer-only v0.3 state; final asset replacement required.
