object_id,scene_id,current_asset_reference,asset_source,ownership_status,release_status,replacement_required,replacement_plan,priority,notes
scene.bonus_buy.panel.root,bonus.buy.panel,02_reference_assets/authorized_raw/playwright_20260510T094437Z/iteration_1/1309_1.23.0_ui_images_promotion_button.png,scaffold_reference,scaffold_internal_only,blocked_from_release,true,Replace with original Start the Job bonus-buy panel and button treatment.,critical,"Internal scaffold/reference only; final asset must be original, internal-approved, or licensed."
scene.double_up.modal.root,double.up.placeholder,02_reference_assets/authorized_raw/playwright_20260510T094437Z/iteration_3/1309_1.23.0_assets_default_common_atlas_misc.atlas,scaffold_reference,scaffold_internal_only,blocked_from_release,true,Replace with original/internal-approved/licensed asset before release.,high,"Internal scaffold/reference only; final asset must be original, internal-approved, or licensed."
scene.error.modal.message,scene.error,02_reference_assets/authorized_raw/playwright_20260510T094437Z/iteration_3/1309_1.23.0_assets_default_common_atlas_misc.atlas,scaffold_reference,scaffold_internal_only,blocked_from_release,true,Replace with original/internal-approved/licensed asset before release.,high,"Internal scaffold/reference only; final asset must be original, internal-approved, or licensed."
scene.error.modal.root,error.modal,02_reference_assets/authorized_raw/playwright_20260510T094437Z/iteration_3/1309_1.23.0_assets_default_common_atlas_misc.atlas,scaffold_reference,scaffold_internal_only,blocked_from_release,true,Replace with original/internal-approved/licensed asset before release.,high,"Internal scaffold/reference only; final asset must be original, internal-approved, or licensed."
scene.free_spins.active.background,scene.free_spins.active,02_reference_assets/authorized_raw/playwright_20260510T094437Z/iteration_3/1309_1.23.0_assets_default_common_atlas_background.jpg,scaffold_reference,scaffold_internal_only,blocked_from_release,true,Replace with original neon city alley / casino backroom background for Little Gangster.,critical,"Internal scaffold/reference only; final asset must be original, internal-approved, or licensed."
scene.free_spins.active.title,scene.free_spins.active,02_reference_assets/authorized_raw/playwright_20260510T094437Z/iteration_3/1309_1.23.0_assets_default_common_atlas_logos.atlas,scaffold_reference,scaffold_internal_only,blocked_from_release,true,"Replace with original Heist Mode overlay, counters, and free-spin transitions.",critical,"Internal scaffold/reference only; final asset must be original, internal-approved, or licensed."
scene.free_spins.counter.remaining,scene.free_spins.active,02_reference_assets/authorized_raw/playwright_20260510T094437Z/iteration_3/1309_1.23.0_assets_default_common_spine_fs.json,scaffold_reference,scaffold_internal_only,blocked_from_release,true,"Replace with original Heist Mode overlay, counters, and free-spin transitions.",critical,"Internal scaffold/reference only; final asset must be original, internal-approved, or licensed."
scene.free_spins.grid.cell.c1.r1,scene.free_spins.grid,02_reference_assets/authorized_raw/playwright_20260510T094437Z/iteration_3/1309_1.23.0_assets_default_common_atlas_misc.atlas,scaffold_reference,scaffold_internal_only,blocked_from_release,true,"Replace with original 6x5 neon heist-board frame, cell treatment, and cluster-highlight overlay.",critical,"Internal scaffold/reference only; final asset must be original, internal-approved, or licensed."
scene.free_spins.grid.cell.c1.r2,scene.free_spins.grid,02_reference_assets/authorized_raw/playwright_20260510T094437Z/iteration_3/1309_1.23.0_assets_default_common_atlas_misc.atlas,scaffold_reference,scaffold_internal_only,blocked_from_release,true,"Replace with original 6x5 neon heist-board frame, cell treatment, and cluster-highlight overlay.",critical,"Internal scaffold/reference only; final asset must be original, internal-approved, or licensed."
scene.free_spins.grid.cell.c1.r3,scene.free_spins.grid,02_reference_assets/authorized_raw/playwright_20260510T094437Z/iteration_3/1309_1.23.0_assets_default_common_atlas_misc.atlas,scaffold_reference,scaffold_internal_only,blocked_from_release,true,"Replace with original 6x5 neon heist-board frame, cell treatment, and cluster-highlight overlay.",critical,"Internal scaffold/reference only; final asset must be original, internal-approved, or licensed."
scene.free_spins.grid.cell.c1.r4,scene.free_spins.grid,02_reference_assets/authorized_raw/playwright_20260510T094437Z/iteration_3/1309_1.23.0_assets_default_common_atlas_misc.atlas,scaffold_reference,scaffold_internal_only,blocked_from_release,true,"Replace with original 6x5 neon heist-board frame, cell treatment, and cluster-highlight overlay.",critical,"Internal scaffold/reference only; final asset must be original, internal-approved, or licensed."
scene.free_spins.grid.cell.c1.r5,scene.free_spins.grid,02_reference_assets/authorized_raw/playwright_20260510T094437Z/iteration_3/1309_1.23.0_assets_default_common_atlas_misc.atlas,scaffold_reference,scaffold_internal_only,blocked_from_release,true,"Replace with original 6x5 neon heist-board frame, cell treatment, and cluster-highlight overlay.",critical,"Internal scaffold/reference only; final asset must be original, internal-approved, or licensed."
scene.free_spins.grid.cell.c2.r1,scene.free_spins.grid,02_reference_assets/authorized_raw/playwright_20260510T094437Z/iteration_3/1309_1.23.0_assets_default_common_atlas_misc.atlas,scaffold_reference,scaffold_internal_only,blocked_from_release,true,"Replace with original 6x5 neon heist-board frame, cell treatment, and cluster-highlight overlay.",critical,"Internal scaffold/reference only; final asset must be original, internal-approved, or licensed."
scene.free_spins.grid.cell.c2.r2,scene.free_spins.grid,02_reference_assets/authorized_raw/playwright_20260510T094437Z/iteration_3/1309_1.23.0_assets_default_common_atlas_misc.atlas,scaffold_reference,scaffold_internal_only,blocked_from_release,true,"Replace with original 6x5 neon heist-board frame, cell treatment, and cluster-highlight overlay.",critical,"Internal scaffold/reference only; final asset must be original, internal-approved, or licensed."
scene.free_spins.grid.cell.c2.r3,scene.free_spins.grid,02_reference_assets/authorized_raw/playwright_20260510T094437Z/iteration_3/1309_1.23.0_assets_default_common_atlas_misc.atlas,scaffold_reference,scaffold_internal_only,blocked_from_release,true,"Replace with original 6x5 neon heist-board frame, cell treatment, and cluster-highlight overlay.",critical,"Internal scaffold/reference only; final asset must be original, internal-approved, or licensed."
scene.free_spins.grid.cell.c2.r4,scene.free_spins.grid,02_reference_assets/authorized_raw/playwright_20260510T094437Z/iteration_3/1309_1.23.0_assets_default_common_atlas_misc.atlas,scaffold_reference,scaffold_internal_only,blocked_from_release,true,"Replace with original 6x5 neon heist-board frame, cell treatment, and cluster-highlight overlay.",critical,"Internal scaffold/reference only; final asset must be original, internal-approved, or licensed."
scene.free_spins.grid.cell.c2.r5,scene.free_spins.grid,02_reference_assets/authorized_raw/playwright_20260510T094437Z/iteration_3/1309_1.23.0_assets_default_common_atlas_misc.atlas,scaffold_reference,scaffold_internal_only,blocked_from_release,true,"Replace with original 6x5 neon heist-board frame, cell treatment, and cluster-highlight overlay.",critical,"Internal scaffold/reference only; final asset must be original, internal-approved, or licensed."
scene.free_spins.grid.cell.c3.r1,scene.free_spins.grid,02_reference_assets/authorized_raw/playwright_20260510T094437Z/iteration_3/1309_1.23.0_assets_default_common_atlas_misc.atlas,scaffold_reference,scaffold_internal_only,blocked_from_release,true,"Replace with original 6x5 neon heist-board frame, cell treatment, and cluster-highlight overlay.",critical,"Internal scaffold/reference only; final asset must be original, internal-approved, or licensed."
scene.free_spins.grid.cell.c3.r2,scene.free_spins.grid,02_reference_assets/authorized_raw/playwright_20260510T094437Z/iteration_3/1309_1.23.0_assets_default_common_atlas_misc.atlas,scaffold_reference,scaffold_internal_only,blocked_from_release,true,"Replace with original 6x5 neon heist-board frame, cell treatment, and cluster-highlight overlay.",critical,"Internal scaffold/reference only; final asset must be original, internal-approved, or licensed."
scene.free_spins.grid.cell.c3.r3,scene.free_spins.grid,02_reference_assets/authorized_raw/playwright_20260510T094437Z/iteration_3/1309_1.23.0_assets_default_common_atlas_misc.atlas,scaffold_reference,scaffold_internal_only,blocked_from_release,true,"Replace with original 6x5 neon heist-board frame, cell treatment, and cluster-highlight overlay.",critical,"Internal scaffold/reference only; final asset must be original, internal-approved, or licensed."
scene.free_spins.grid.cell.c3.r4,scene.free_spins.grid,02_reference_assets/authorized_raw/playwright_20260510T094437Z/iteration_3/1309_1.23.0_assets_default_common_atlas_misc.atlas,scaffold_reference,scaffold_internal_only,blocked_from_release,true,"Replace with original 6x5 neon heist-board frame, cell treatment, and cluster-highlight overlay.",critical,"Internal scaffold/reference only; final asset must be original, internal-approved, or licensed."
scene.free_spins.grid.cell.c3.r5,scene.free_spins.grid,02_reference_assets/authorized_raw/playwright_20260510T094437Z/iteration_3/1309_1.23.0_assets_default_common_atlas_misc.atlas,scaffold_reference,scaffold_internal_only,blocked_from_release,true,"Replace with original 6x5 neon heist-board frame, cell treatment, and cluster-highlight overlay.",critical,"Internal scaffold/reference only; final asset must be original, internal-approved, or licensed."
scene.free_spins.grid.cell.c4.r1,scene.free_spins.grid,02_reference_assets/authorized_raw/playwright_20260510T094437Z/iteration_3/1309_1.23.0_assets_default_common_atlas_misc.atlas,scaffold_reference,scaffold_internal_only,blocked_from_release,true,"Replace with original 6x5 neon heist-board frame, cell treatment, and cluster-highlight overlay.",critical,"Internal scaffold/reference only; final asset must be original, internal-approved, or licensed."
scene.free_spins.grid.cell.c4.r2,scene.free_spins.grid,02_reference_assets/authorized_raw/playwright_20260510T094437Z/iteration_3/1309_1.23.0_assets_default_common_atlas_misc.atlas,scaffold_reference,scaffold_internal_only,blocked_from_release,true,"Replace with original 6x5 neon heist-board frame, cell treatment, and cluster-highlight overlay.",critical,"Internal scaffold/reference only; final asset must be original, internal-approved, or licensed."
scene.free_spins.grid.cell.c4.r3,scene.free_spins.grid,02_reference_assets/authorized_raw/playwright_20260510T094437Z/iteration_3/1309_1.23.0_assets_default_common_atlas_misc.atlas,scaffold_reference,scaffold_internal_only,blocked_from_release,true,"Replace with original 6x5 neon heist-board frame, cell treatment, and cluster-highlight overlay.",critical,"Internal scaffold/reference only; final asset must be original, internal-approved, or licensed."
scene.free_spins.grid.cell.c4.r4,scene.free_spins.grid,02_reference_assets/authorized_raw/playwright_20260510T094437Z/iteration_3/1309_1.23.0_assets_default_common_atlas_misc.atlas,scaffold_reference,scaffold_internal_only,blocked_from_release,true,"Replace with original 6x5 neon heist-board frame, cell treatment, and cluster-highlight overlay.",critical,"Internal scaffold/reference only; final asset must be original, internal-approved, or licensed."
scene.free_spins.grid.cell.c4.r5,scene.free_spins.grid,02_reference_assets/authorized_raw/playwright_20260510T094437Z/iteration_3/1309_1.23.0_assets_default_common_atlas_misc.atlas,scaffold_reference,scaffold_internal_only,blocked_from_release,true,"Replace with original 6x5 neon heist-board frame, cell treatment, and cluster-highlight overlay.",critical,"Internal scaffold/reference only; final asset must be original, internal-approved, or licensed."
scene.free_spins.grid.cell.c5.r1,scene.free_spins.grid,02_reference_assets/authorized_raw/playwright_20260510T094437Z/iteration_3/1309_1.23.0_assets_default_common_atlas_misc.atlas,scaffold_reference,scaffold_internal_only,blocked_from_release,true,"Replace with original 6x5 neon heist-board frame, cell treatment, and cluster-highlight overlay.",critical,"Internal scaffold/reference only; final asset must be original, internal-approved, or licensed."
scene.free_spins.grid.cell.c5.r2,scene.free_spins.grid,02_reference_assets/authorized_raw/playwright_20260510T094437Z/iteration_3/1309_1.23.0_assets_default_common_atlas_misc.atlas,scaffold_reference,scaffold_internal_only,blocked_from_release,true,"Replace with original 6x5 neon heist-board frame, cell treatment, and cluster-highlight overlay.",critical,"Internal scaffold/reference only; final asset must be original, internal-approved, or licensed."
scene.free_spins.grid.cell.c5.r3,scene.free_spins.grid,02_reference_assets/authorized_raw/playwright_20260510T094437Z/iteration_3/1309_1.23.0_assets_default_common_atlas_misc.atlas,scaffold_reference,scaffold_internal_only,blocked_from_release,true,"Replace with original 6x5 neon heist-board frame, cell treatment, and cluster-highlight overlay.",critical,"Internal scaffold/reference only; final asset must be original, internal-approved, or licensed."
scene.free_spins.grid.cell.c5.r4,scene.free_spins.grid,02_reference_assets/authorized_raw/playwright_20260510T094437Z/iteration_3/1309_1.23.0_assets_default_common_atlas_misc.atlas,scaffold_reference,scaffold_internal_only,blocked_from_release,true,"Replace with original 6x5 neon heist-board frame, cell treatment, and cluster-highlight overlay.",critical,"Internal scaffold/reference only; final asset must be original, internal-approved, or licensed."
scene.free_spins.grid.cell.c5.r5,scene.free_spins.grid,02_reference_assets/authorized_raw/playwright_20260510T094437Z/iteration_3/1309_1.23.0_assets_default_common_atlas_misc.atlas,scaffold_reference,scaffold_internal_only,blocked_from_release,true,"Replace with original 6x5 neon heist-board frame, cell treatment, and cluster-highlight overlay.",critical,"Internal scaffold/reference only; final asset must be original, internal-approved, or licensed."
scene.free_spins.grid.cell.c6.r1,scene.free_spins.grid,02_reference_assets/authorized_raw/playwright_20260510T094437Z/iteration_3/1309_1.23.0_assets_default_common_atlas_misc.atlas,scaffold_reference,scaffold_internal_only,blocked_from_release,true,"Replace with original 6x5 neon heist-board frame, cell treatment, and cluster-highlight overlay.",critical,"Internal scaffold/reference only; final asset must be original, internal-approved, or licensed."
scene.free_spins.grid.cell.c6.r2,scene.free_spins.grid,02_reference_assets/authorized_raw/playwright_20260510T094437Z/iteration_3/1309_1.23.0_assets_default_common_atlas_misc.atlas,scaffold_reference,scaffold_internal_only,blocked_from_release,true,"Replace with original 6x5 neon heist-board frame, cell treatment, and cluster-highlight overlay.",critical,"Internal scaffold/reference only; final asset must be original, internal-approved, or licensed."
scene.free_spins.grid.cell.c6.r3,scene.free_spins.grid,02_reference_assets/authorized_raw/playwright_20260510T094437Z/iteration_3/1309_1.23.0_assets_default_common_atlas_misc.atlas,scaffold_reference,scaffold_internal_only,blocked_from_release,true,"Replace with original 6x5 neon heist-board frame, cell treatment, and cluster-highlight overlay.",critical,"Internal scaffold/reference only; final asset must be original, internal-approved, or licensed."
scene.free_spins.grid.cell.c6.r4,scene.free_spins.grid,02_reference_assets/authorized_raw/playwright_20260510T094437Z/iteration_3/1309_1.23.0_assets_default_common_atlas_misc.atlas,scaffold_reference,scaffold_internal_only,blocked_from_release,true,"Replace with original 6x5 neon heist-board frame, cell treatment, and cluster-highlight overlay.",critical,"Internal scaffold/reference only; final asset must be original, internal-approved, or licensed."
scene.free_spins.grid.cell.c6.r5,scene.free_spins.grid,02_reference_assets/authorized_raw/playwright_20260510T094437Z/iteration_3/1309_1.23.0_assets_default_common_atlas_misc.atlas,scaffold_reference,scaffold_internal_only,blocked_from_release,true,"Replace with original 6x5 neon heist-board frame, cell treatment, and cluster-highlight overlay.",critical,"Internal scaffold/reference only; final asset must be original, internal-approved, or licensed."
scene.free_spins.intro.background,scene.free_spins.intro,02_reference_assets/authorized_raw/playwright_20260510T094437Z/iteration_3/1309_1.23.0_assets_default_common_atlas_background.jpg,scaffold_reference,scaffold_internal_only,blocked_from_release,true,Replace with original neon city alley / casino backroom background for Little Gangster.,critical,"Internal scaffold/reference only; final asset must be original, internal-approved, or licensed."
scene.free_spins.intro.title,scene.free_spins.intro,02_reference_assets/authorized_raw/playwright_20260510T094437Z/iteration_3/1309_1.23.0_assets_default_common_atlas_logos.atlas,scaffold_reference,scaffold_internal_only,blocked_from_release,true,"Replace with original Heist Mode overlay, counters, and free-spin transitions.",critical,"Internal scaffold/reference only; final asset must be original, internal-approved, or licensed."
scene.free_spins.multiplier_badge,scene.free_spins.active,02_reference_assets/authorized_raw/playwright_20260510T094437Z/iteration_3/1309_1.23.0_assets_default_common_spine_fs.json,scaffold_reference,scaffold_internal_only,blocked_from_release,true,"Replace with original Heist Mode overlay, counters, and free-spin transitions.",critical,"Internal scaffold/reference only; final asset must be original, internal-approved, or licensed."
scene.free_spins.outro.background,scene.free_spins.outro,02_reference_assets/authorized_raw/playwright_20260510T094437Z/iteration_3/1309_1.23.0_assets_default_common_atlas_background.jpg,scaffold_reference,scaffold_internal_only,blocked_from_release,true,Replace with original neon city alley / casino backroom background for Little Gangster.,critical,"Internal scaffold/reference only; final asset must be original, internal-approved, or licensed."
scene.free_spins.outro.title,scene.free_spins.outro,02_reference_assets/authorized_raw/playwright_20260510T094437Z/iteration_3/1309_1.23.0_assets_default_common_atlas_logos.atlas,scaffold_reference,scaffold_internal_only,blocked_from_release,true,"Replace with original Heist Mode overlay, counters, and free-spin transitions.",critical,"Internal scaffold/reference only; final asset must be original, internal-approved, or licensed."
scene.free_spins.outro.total_win,scene.free_spins.outro,02_reference_assets/authorized_raw/playwright_20260510T094437Z/iteration_3/1309_1.23.0_assets_default_common_spine_fs.json,scaffold_reference,scaffold_internal_only,blocked_from_release,true,"Replace with original Heist Mode overlay, counters, and free-spin transitions.",critical,"Internal scaffold/reference only; final asset must be original, internal-approved, or licensed."
scene.layout.desktop.safe_area,desktop.layout,placeholder://scene.layout.desktop.safe_area,placeholder,needs_replacement,blocked_from_release,true,Keep as technical layout guide; final responsive positions must be validated in client implementation.,medium,Placeholder or technical planning object; final asset/position needs product or implementation review.
scene.layout.desktop.safe_area.control_slot,desktop.layout,placeholder://scene.layout.desktop.safe_area.control_slot,placeholder,needs_replacement,blocked_from_release,true,Keep as technical layout guide; final responsive positions must be validated in client implementation.,medium,Placeholder or technical planning object; final asset/position needs product or implementation review.
scene.layout.desktop.safe_area.grid_slot,desktop.layout,02_reference_assets/authorized_raw/playwright_20260510T094437Z/iteration_3/1309_1.23.0_assets_default_common_atlas_misc.atlas,scaffold_reference,scaffold_internal_only,blocked_from_release,true,"Replace with original 6x5 neon heist-board frame, cell treatment, and cluster-highlight overlay.",medium,"Internal scaffold/reference only; final asset must be original, internal-approved, or licensed."
scene.layout.mobile.safe_area,mobile.layout,placeholder://scene.layout.mobile.safe_area,placeholder,needs_replacement,blocked_from_release,true,Keep as technical layout guide; final responsive positions must be validated in client implementation.,medium,Placeholder or technical planning object; final asset/position needs product or implementation review.
scene.layout.mobile.safe_area.control_slot,mobile.layout,placeholder://scene.layout.mobile.safe_area.control_slot,placeholder,needs_replacement,blocked_from_release,true,Keep as technical layout guide; final responsive positions must be validated in client implementation.,medium,Placeholder or technical planning object; final asset/position needs product or implementation review.
scene.layout.mobile.safe_area.grid_slot,mobile.layout,02_reference_assets/authorized_raw/playwright_20260510T094437Z/iteration_3/1309_1.23.0_assets_default_common_atlas_misc.atlas,scaffold_reference,scaffold_internal_only,blocked_from_release,true,"Replace with original 6x5 neon heist-board frame, cell treatment, and cluster-highlight overlay.",medium,"Internal scaffold/reference only; final asset must be original, internal-approved, or licensed."
scene.loading.background,scene.loading,02_reference_assets/authorized_raw/playwright_20260510T094437Z/iteration_3/1309_1.23.0_assets_default_common_atlas_background.jpg,scaffold_reference,scaffold_internal_only,blocked_from_release,true,Replace with original neon city alley / casino backroom background for Little Gangster.,critical,"Internal scaffold/reference only; final asset must be original, internal-approved, or licensed."
scene.loading.continue_prompt,scene.loading,02_reference_assets/authorized_raw/chrome_mcp_20260507_1215/assets_default_common_atlas_fs_splash.ktx2,scaffold_reference,scaffold_internal_only,blocked_from_release,true,Replace with original/internal-approved/licensed asset before release.,medium,"Internal scaffold/reference only; final asset must be original, internal-approved, or licensed."
scene.loading.feature_cards,scene.loading,02_reference_assets/authorized_raw/chrome_mcp_20260507_1215/assets_default_common_atlas_fs_splash.ktx2,scaffold_reference,scaffold_internal_only,blocked_from_release,true,Replace with original/internal-approved/licensed asset before release.,high,"Internal scaffold/reference only; final asset must be original, internal-approved, or licensed."
scene.loading.logo,scene.loading,02_reference_assets/authorized_raw/playwright_20260510T094437Z/iteration_3/1309_1.23.0_assets_default_common_atlas_logos.atlas,scaffold_reference,scaffold_internal_only,blocked_from_release,true,Replace with original/internal-approved/licensed asset before release.,high,"Internal scaffold/reference only; final asset must be original, internal-approved, or licensed."
scene.loading.progress,scene.loading,02_reference_assets/authorized_raw/chrome_mcp_20260507_1215/assets_default_common_atlas_fs_splash.ktx2,scaffold_reference,scaffold_internal_only,blocked_from_release,true,Replace with original/internal-approved/licensed asset before release.,medium,"Internal scaffold/reference only; final asset must be original, internal-approved, or licensed."
scene.reconnect.modal.retry_button,scene.reconnect,02_reference_assets/authorized_raw/playwright_20260510T094437Z/iteration_3/1309_1.23.0_assets_default_common_atlas_misc.atlas,scaffold_reference,scaffold_internal_only,blocked_from_release,true,Replace with original/internal-approved/licensed asset before release.,high,"Internal scaffold/reference only; final asset must be original, internal-approved, or licensed."
scene.reconnect.modal.root,reconnect.modal,02_reference_assets/authorized_raw/playwright_20260510T094437Z/iteration_3/1309_1.23.0_assets_default_common_atlas_misc.atlas,scaffold_reference,scaffold_internal_only,blocked_from_release,true,Replace with original/internal-approved/licensed asset before release.,high,"Internal scaffold/reference only; final asset must be original, internal-approved, or licensed."
scene.rules.feature_rules.tab,scene.rules,02_reference_assets/authorized_raw/playwright_20260510T094437Z/iteration_3/1309_1.23.0_assets_desc.json,scaffold_reference,scaffold_internal_only,blocked_from_release,true,Replace with original/internal-approved/licensed asset before release.,medium,"Internal scaffold/reference only; final asset must be original, internal-approved, or licensed."
scene.rules.modal.root,help.rules.paytable.modal,02_reference_assets/authorized_raw/playwright_20260510T094437Z/iteration_3/1309_1.23.0_assets_desc.json,scaffold_reference,scaffold_internal_only,blocked_from_release,true,Replace with original/internal-approved/licensed asset before release.,high,"Internal scaffold/reference only; final asset must be original, internal-approved, or licensed."
scene.rules.paytable.tab,scene.rules,02_reference_assets/authorized_raw/playwright_20260510T094437Z/iteration_3/1309_1.23.0_assets_desc.json,scaffold_reference,scaffold_internal_only,blocked_from_release,true,Replace with original/internal-approved/licensed asset before release.,critical,"Internal scaffold/reference only; final asset must be original, internal-approved, or licensed."
scene.settings.modal.root,settings.modal,02_reference_assets/authorized_raw/playwright_20260510T094437Z/iteration_3/1309_1.23.0_assets_default_common_atlas_misc.atlas,scaffold_reference,scaffold_internal_only,blocked_from_release,true,Replace with original/internal-approved/licensed asset before release.,high,"Internal scaffold/reference only; final asset must be original, internal-approved, or licensed."
scene.settings.music_toggle,scene.settings,02_reference_assets/authorized_raw/playwright_20260510T094437Z/iteration_3/1309_1.23.0_assets_default_common_sound_music_intro.mp4,scaffold_reference,scaffold_internal_only,blocked_from_release,true,Replace with original or licensed noir/heist music and UI SFX.,high,"Internal scaffold/reference only; final asset must be original, internal-approved, or licensed."
scene.settings.sound_toggle,scene.settings,02_reference_assets/authorized_raw/playwright_20260510T094437Z/iteration_3/1309_1.23.0_assets_default_common_sound_click.mp4,scaffold_reference,scaffold_internal_only,blocked_from_release,true,Replace with original or licensed noir/heist music and UI SFX.,high,"Internal scaffold/reference only; final asset must be original, internal-approved, or licensed."
scene.turbo.toggle.root,turbo.toggle,02_reference_assets/authorized_raw/playwright_20260510T094437Z/iteration_3/1309_1.23.0_assets_default_common_atlas_misc.atlas,scaffold_reference,scaffold_internal_only,blocked_from_release,true,Replace with original/internal-approved/licensed asset before release.,high,"Internal scaffold/reference only; final asset must be original, internal-approved, or licensed."
